FID,gid,speed_90
ReAtlas_us_windspeed_offshore.36076,36076,6.125
ReAtlas_us_windspeed_offshore.36097,36097,6.375
ReAtlas_us_windspeed_offshore.36100,36100,8.125
ReAtlas_us_windspeed_offshore.36108,36108,6.625
ReAtlas_us_windspeed_offshore.36115,36115,6.625
ReAtlas_us_windspeed_offshore.36048,36048,6.375
ReAtlas_us_windspeed_offshore.36281,36281,7.625
ReAtlas_us_windspeed_offshore.36282,36282,7.625
ReAtlas_us_windspeed_offshore.36285,36285,7.625
ReAtlas_us_windspeed_offshore.35901,35901,6.875
ReAtlas_us_windspeed_offshore.35902,35902,6.875
ReAtlas_us_windspeed_offshore.35903,35903,7.125
ReAtlas_us_windspeed_offshore.35904,35904,6.875
ReAtlas_us_windspeed_offshore.35905,35905,7.125
ReAtlas_us_windspeed_offshore.35908,35908,6.625
ReAtlas_us_windspeed_offshore.35909,35909,6.625
ReAtlas_us_windspeed_offshore.35924,35924,6.625
ReAtlas_us_windspeed_offshore.35925,35925,7.125
ReAtlas_us_windspeed_offshore.35951,35951,6.625
ReAtlas_us_windspeed_offshore.35952,35952,6.375
ReAtlas_us_windspeed_offshore.35953,35953,6.625
ReAtlas_us_windspeed_offshore.35988,35988,6.375
ReAtlas_us_windspeed_offshore.35989,35989,6.375
ReAtlas_us_windspeed_offshore.35990,35990,6.375
ReAtlas_us_windspeed_offshore.35991,35991,6.375
ReAtlas_us_windspeed_offshore.35992,35992,6.375
ReAtlas_us_windspeed_offshore.35993,35993,6.375
ReAtlas_us_windspeed_offshore.35994,35994,6.375
ReAtlas_us_windspeed_offshore.35996,35996,6.375
ReAtlas_us_windspeed_offshore.35998,35998,6.125
ReAtlas_us_windspeed_offshore.35886,35886,7.125
ReAtlas_us_windspeed_offshore.35887,35887,6.625
ReAtlas_us_windspeed_offshore.35929,35929,6.875
ReAtlas_us_windspeed_offshore.35997,35997,6.625
ReAtlas_us_windspeed_offshore.35955,35955,6.625
ReAtlas_us_windspeed_offshore.35956,35956,6.625
ReAtlas_us_windspeed_offshore.35957,35957,6.625
ReAtlas_us_windspeed_offshore.35984,35984,6.625
ReAtlas_us_windspeed_offshore.35995,35995,6.625
ReAtlas_us_windspeed_offshore.35999,35999,6.375
ReAtlas_us_windspeed_offshore.36000,36000,6.125
ReAtlas_us_windspeed_offshore.36050,36050,6.125
ReAtlas_us_windspeed_offshore.36051,36051,6.375
ReAtlas_us_windspeed_offshore.36067,36067,6.625
ReAtlas_us_windspeed_offshore.36068,36068,6.375
ReAtlas_us_windspeed_offshore.35883,35883,6.875
ReAtlas_us_windspeed_offshore.36085,36085,6.375
ReAtlas_us_windspeed_offshore.36106,36106,6.625
ReAtlas_us_windspeed_offshore.36109,36109,6.375
ReAtlas_us_windspeed_offshore.36071,36071,6.875
ReAtlas_us_windspeed_offshore.36073,36073,6.625
ReAtlas_us_windspeed_offshore.36095,36095,6.625
ReAtlas_us_windspeed_offshore.36111,36111,6.875
ReAtlas_us_windspeed_offshore.35884,35884,7.125
ReAtlas_us_windspeed_offshore.35889,35889,6.625
ReAtlas_us_windspeed_offshore.35890,35890,7.125
ReAtlas_us_windspeed_offshore.35894,35894,6.625
ReAtlas_us_windspeed_offshore.36121,36121,6.375
ReAtlas_us_windspeed_offshore.36001,36001,6.125
ReAtlas_us_windspeed_offshore.35895,35895,6.875
ReAtlas_us_windspeed_offshore.35898,35898,6.875
ReAtlas_us_windspeed_offshore.35900,35900,6.875
ReAtlas_us_windspeed_offshore.35911,35911,6.625
ReAtlas_us_windspeed_offshore.35912,35912,6.875
ReAtlas_us_windspeed_offshore.35934,35934,6.875
ReAtlas_us_windspeed_offshore.35914,35914,6.625
ReAtlas_us_windspeed_offshore.35915,35915,6.625
ReAtlas_us_windspeed_offshore.35917,35917,6.625
ReAtlas_us_windspeed_offshore.36036,36036,6.875
ReAtlas_us_windspeed_offshore.35978,35978,6.375
ReAtlas_us_windspeed_offshore.35979,35979,6.375
ReAtlas_us_windspeed_offshore.35918,35918,6.625
ReAtlas_us_windspeed_offshore.35920,35920,7.125
ReAtlas_us_windspeed_offshore.35922,35922,7.125
ReAtlas_us_windspeed_offshore.35923,35923,7.125
ReAtlas_us_windspeed_offshore.35926,35926,6.625
ReAtlas_us_windspeed_offshore.35930,35930,7.125
ReAtlas_us_windspeed_offshore.35932,35932,7.125
ReAtlas_us_windspeed_offshore.35933,35933,6.625
ReAtlas_us_windspeed_offshore.35937,35937,6.625
ReAtlas_us_windspeed_offshore.35938,35938,6.625
ReAtlas_us_windspeed_offshore.35940,35940,6.375
ReAtlas_us_windspeed_offshore.35943,35943,6.375
ReAtlas_us_windspeed_offshore.35946,35946,6.625
ReAtlas_us_windspeed_offshore.35947,35947,6.625
ReAtlas_us_windspeed_offshore.35948,35948,6.625
ReAtlas_us_windspeed_offshore.35949,35949,6.625
ReAtlas_us_windspeed_offshore.36011,36011,6.125
ReAtlas_us_windspeed_offshore.36012,36012,6.125
ReAtlas_us_windspeed_offshore.36013,36013,6.125
ReAtlas_us_windspeed_offshore.36014,36014,6.375
ReAtlas_us_windspeed_offshore.36015,36015,6.125
ReAtlas_us_windspeed_offshore.36016,36016,6.125
ReAtlas_us_windspeed_offshore.35954,35954,6.625
ReAtlas_us_windspeed_offshore.35963,35963,6.625
ReAtlas_us_windspeed_offshore.35964,35964,6.375
ReAtlas_us_windspeed_offshore.35965,35965,6.375
ReAtlas_us_windspeed_offshore.35966,35966,6.375
ReAtlas_us_windspeed_offshore.35967,35967,6.375
ReAtlas_us_windspeed_offshore.35968,35968,6.375
ReAtlas_us_windspeed_offshore.35969,35969,6.375
ReAtlas_us_windspeed_offshore.35970,35970,6.375
ReAtlas_us_windspeed_offshore.35971,35971,6.375
ReAtlas_us_windspeed_offshore.35973,35973,6.375
ReAtlas_us_windspeed_offshore.36017,36017,6.625
ReAtlas_us_windspeed_offshore.36018,36018,6.375
ReAtlas_us_windspeed_offshore.36019,36019,6.375
ReAtlas_us_windspeed_offshore.36020,36020,6.125
ReAtlas_us_windspeed_offshore.36021,36021,6.125
ReAtlas_us_windspeed_offshore.36043,36043,6.375
ReAtlas_us_windspeed_offshore.35974,35974,6.625
ReAtlas_us_windspeed_offshore.35975,35975,6.375
ReAtlas_us_windspeed_offshore.35976,35976,6.375
ReAtlas_us_windspeed_offshore.35980,35980,6.625
ReAtlas_us_windspeed_offshore.35981,35981,6.625
ReAtlas_us_windspeed_offshore.35982,35982,6.375
ReAtlas_us_windspeed_offshore.35983,35983,6.375
ReAtlas_us_windspeed_offshore.35985,35985,6.625
ReAtlas_us_windspeed_offshore.35987,35987,6.375
ReAtlas_us_windspeed_offshore.36002,36002,6.375
ReAtlas_us_windspeed_offshore.36003,36003,6.125
ReAtlas_us_windspeed_offshore.36004,36004,6.375
ReAtlas_us_windspeed_offshore.36005,36005,6.125
ReAtlas_us_windspeed_offshore.36006,36006,6.375
ReAtlas_us_windspeed_offshore.36007,36007,6.125
ReAtlas_us_windspeed_offshore.36008,36008,6.125
ReAtlas_us_windspeed_offshore.36009,36009,6.125
ReAtlas_us_windspeed_offshore.36010,36010,6.375
ReAtlas_us_windspeed_offshore.36022,36022,6.375
ReAtlas_us_windspeed_offshore.36023,36023,6.125
ReAtlas_us_windspeed_offshore.36024,36024,6.375
ReAtlas_us_windspeed_offshore.36025,36025,6.375
ReAtlas_us_windspeed_offshore.36026,36026,6.375
ReAtlas_us_windspeed_offshore.36027,36027,6.375
ReAtlas_us_windspeed_offshore.36031,36031,6.625
ReAtlas_us_windspeed_offshore.36034,36034,6.625
ReAtlas_us_windspeed_offshore.36035,36035,6.625
ReAtlas_us_windspeed_offshore.36037,36037,6.875
ReAtlas_us_windspeed_offshore.36038,36038,6.875
ReAtlas_us_windspeed_offshore.36103,36103,6.625
ReAtlas_us_windspeed_offshore.36039,36039,6.875
ReAtlas_us_windspeed_offshore.36040,36040,6.875
ReAtlas_us_windspeed_offshore.36041,36041,6.375
ReAtlas_us_windspeed_offshore.36042,36042,6.625
ReAtlas_us_windspeed_offshore.36044,36044,6.375
ReAtlas_us_windspeed_offshore.36045,36045,6.625
ReAtlas_us_windspeed_offshore.36046,36046,6.375
ReAtlas_us_windspeed_offshore.36047,36047,6.625
ReAtlas_us_windspeed_offshore.36055,36055,6.875
ReAtlas_us_windspeed_offshore.36060,36060,6.875
ReAtlas_us_windspeed_offshore.36102,36102,6.875
ReAtlas_us_windspeed_offshore.36061,36061,6.625
ReAtlas_us_windspeed_offshore.36064,36064,6.625
ReAtlas_us_windspeed_offshore.36065,36065,7.375
ReAtlas_us_windspeed_offshore.36066,36066,6.625
ReAtlas_us_windspeed_offshore.36133,36133,6.625
ReAtlas_us_windspeed_offshore.36070,36070,6.625
ReAtlas_us_windspeed_offshore.36072,36072,6.625
ReAtlas_us_windspeed_offshore.36077,36077,6.125
ReAtlas_us_windspeed_offshore.36078,36078,6.375
ReAtlas_us_windspeed_offshore.36079,36079,6.375
ReAtlas_us_windspeed_offshore.36080,36080,6.375
ReAtlas_us_windspeed_offshore.36081,36081,6.375
ReAtlas_us_windspeed_offshore.36082,36082,6.625
ReAtlas_us_windspeed_offshore.36086,36086,6.625
ReAtlas_us_windspeed_offshore.36087,36087,6.625
ReAtlas_us_windspeed_offshore.36088,36088,6.875
ReAtlas_us_windspeed_offshore.36089,36089,6.625
ReAtlas_us_windspeed_offshore.36119,36119,6.125
ReAtlas_us_windspeed_offshore.36090,36090,6.375
ReAtlas_us_windspeed_offshore.34606,34606,8.125
ReAtlas_us_windspeed_offshore.36091,36091,6.625
ReAtlas_us_windspeed_offshore.36092,36092,6.375
ReAtlas_us_windspeed_offshore.36093,36093,6.375
ReAtlas_us_windspeed_offshore.36094,36094,6.625
ReAtlas_us_windspeed_offshore.36096,36096,6.625
ReAtlas_us_windspeed_offshore.36098,36098,6.625
ReAtlas_us_windspeed_offshore.36101,36101,8.125
ReAtlas_us_windspeed_offshore.36107,36107,6.625
ReAtlas_us_windspeed_offshore.36110,36110,6.625
ReAtlas_us_windspeed_offshore.36135,36135,6.625
ReAtlas_us_windspeed_offshore.34608,34608,8.125
ReAtlas_us_windspeed_offshore.34616,34616,7.625
ReAtlas_us_windspeed_offshore.36112,36112,7.625
ReAtlas_us_windspeed_offshore.36113,36113,6.625
ReAtlas_us_windspeed_offshore.36114,36114,6.625
ReAtlas_us_windspeed_offshore.36116,36116,6.625
ReAtlas_us_windspeed_offshore.36117,36117,6.625
ReAtlas_us_windspeed_offshore.36118,36118,6.625
ReAtlas_us_windspeed_offshore.36129,36129,6.625
ReAtlas_us_windspeed_offshore.36138,36138,6.625
ReAtlas_us_windspeed_offshore.36142,36142,6.875
ReAtlas_us_windspeed_offshore.36143,36143,7.375
ReAtlas_us_windspeed_offshore.36181,36181,6.625
ReAtlas_us_windspeed_offshore.36145,36145,6.875
ReAtlas_us_windspeed_offshore.36152,36152,6.625
ReAtlas_us_windspeed_offshore.36158,36158,6.375
ReAtlas_us_windspeed_offshore.34689,34689,7.625
ReAtlas_us_windspeed_offshore.34693,34693,7.625
ReAtlas_us_windspeed_offshore.36166,36166,6.625
ReAtlas_us_windspeed_offshore.36167,36167,6.375
ReAtlas_us_windspeed_offshore.36274,36274,6.875
ReAtlas_us_windspeed_offshore.36275,36275,7.125
ReAtlas_us_windspeed_offshore.36277,36277,7.875
ReAtlas_us_windspeed_offshore.36278,36278,7.875
ReAtlas_us_windspeed_offshore.36286,36286,7.875
ReAtlas_us_windspeed_offshore.36069,36069,6.875
ReAtlas_us_windspeed_offshore.36284,36284,7.625
ReAtlas_us_windspeed_offshore.34541,34541,6.875
ReAtlas_us_windspeed_offshore.35921,35921,6.875
ReAtlas_us_windspeed_offshore.36273,36273,6.625
ReAtlas_us_windspeed_offshore.36272,36272,6.625
ReAtlas_us_windspeed_offshore.36212,36212,6.875
ReAtlas_us_windspeed_offshore.36206,36206,5.875
ReAtlas_us_windspeed_offshore.36198,36198,6.375
ReAtlas_us_windspeed_offshore.36208,36208,6.375
ReAtlas_us_windspeed_offshore.36183,36183,6.625
ReAtlas_us_windspeed_offshore.36184,36184,6.875
ReAtlas_us_windspeed_offshore.36189,36189,6.625
ReAtlas_us_windspeed_offshore.36180,36180,6.875
ReAtlas_us_windspeed_offshore.34692,34692,7.625
ReAtlas_us_windspeed_offshore.34698,34698,7.125
ReAtlas_us_windspeed_offshore.34722,34722,7.375
ReAtlas_us_windspeed_offshore.36193,36193,6.375
ReAtlas_us_windspeed_offshore.36168,36168,6.375
ReAtlas_us_windspeed_offshore.36154,36154,6.125
ReAtlas_us_windspeed_offshore.36146,36146,6.875
ReAtlas_us_windspeed_offshore.36151,36151,6.125
ReAtlas_us_windspeed_offshore.36163,36163,5.875
ReAtlas_us_windspeed_offshore.36161,36161,5.875
ReAtlas_us_windspeed_offshore.36149,36149,6.125
ReAtlas_us_windspeed_offshore.36159,36159,5.875
ReAtlas_us_windspeed_offshore.36156,36156,5.875
ReAtlas_us_windspeed_offshore.36155,36155,5.875
ReAtlas_us_windspeed_offshore.36141,36141,6.625
ReAtlas_us_windspeed_offshore.36139,36139,6.625
ReAtlas_us_windspeed_offshore.36125,36125,6.125
ReAtlas_us_windspeed_offshore.36137,36137,6.375
ReAtlas_us_windspeed_offshore.36131,36131,6.125
ReAtlas_us_windspeed_offshore.36120,36120,6.125
ReAtlas_us_windspeed_offshore.34568,34568,7.875
ReAtlas_us_windspeed_offshore.34569,34569,8.125
ReAtlas_us_windspeed_offshore.34571,34571,7.875
ReAtlas_us_windspeed_offshore.34575,34575,8.125
ReAtlas_us_windspeed_offshore.34578,34578,7.875
ReAtlas_us_windspeed_offshore.34725,34725,7.375
ReAtlas_us_windspeed_offshore.36153,36153,6.375
ReAtlas_us_windspeed_offshore.34382,34382,6.625
ReAtlas_us_windspeed_offshore.34383,34383,6.625
ReAtlas_us_windspeed_offshore.34761,34761,7.125
ReAtlas_us_windspeed_offshore.34701,34701,7.625
ReAtlas_us_windspeed_offshore.34729,34729,7.125
ReAtlas_us_windspeed_offshore.34730,34730,7.375
ReAtlas_us_windspeed_offshore.34486,34486,7.125
ReAtlas_us_windspeed_offshore.34354,34354,6.375
ReAtlas_us_windspeed_offshore.34434,34434,6.875
ReAtlas_us_windspeed_offshore.34435,34435,6.875
ReAtlas_us_windspeed_offshore.34436,34436,6.875
ReAtlas_us_windspeed_offshore.34469,34469,7.125
ReAtlas_us_windspeed_offshore.34338,34338,7.125
ReAtlas_us_windspeed_offshore.34473,34473,7.625
ReAtlas_us_windspeed_offshore.34358,34358,6.875
ReAtlas_us_windspeed_offshore.34803,34803,7.625
ReAtlas_us_windspeed_offshore.34468,34468,7.125
ReAtlas_us_windspeed_offshore.34389,34389,6.375
ReAtlas_us_windspeed_offshore.34331,34331,7.375
ReAtlas_us_windspeed_offshore.34362,34362,7.125
ReAtlas_us_windspeed_offshore.34332,34332,7.375
ReAtlas_us_windspeed_offshore.34334,34334,7.125
ReAtlas_us_windspeed_offshore.34335,34335,7.125
ReAtlas_us_windspeed_offshore.34336,34336,7.125
ReAtlas_us_windspeed_offshore.34344,34344,7.125
ReAtlas_us_windspeed_offshore.34345,34345,7.125
ReAtlas_us_windspeed_offshore.34346,34346,7.125
ReAtlas_us_windspeed_offshore.34531,34531,8.375
ReAtlas_us_windspeed_offshore.34534,34534,8.375
ReAtlas_us_windspeed_offshore.34539,34539,8.375
ReAtlas_us_windspeed_offshore.34540,34540,8.375
ReAtlas_us_windspeed_offshore.34542,34542,8.375
ReAtlas_us_windspeed_offshore.34543,34543,8.375
ReAtlas_us_windspeed_offshore.34544,34544,8.125
ReAtlas_us_windspeed_offshore.34545,34545,8.375
ReAtlas_us_windspeed_offshore.34547,34547,8.125
ReAtlas_us_windspeed_offshore.34552,34552,8.125
ReAtlas_us_windspeed_offshore.34732,34732,7.125
ReAtlas_us_windspeed_offshore.34733,34733,7.375
ReAtlas_us_windspeed_offshore.34736,34736,6.875
ReAtlas_us_windspeed_offshore.34741,34741,6.875
ReAtlas_us_windspeed_offshore.34347,34347,7.375
ReAtlas_us_windspeed_offshore.34348,34348,7.375
ReAtlas_us_windspeed_offshore.34351,34351,6.875
ReAtlas_us_windspeed_offshore.34356,34356,7.375
ReAtlas_us_windspeed_offshore.34357,34357,6.875
ReAtlas_us_windspeed_offshore.34353,34353,6.875
ReAtlas_us_windspeed_offshore.34355,34355,7.375
ReAtlas_us_windspeed_offshore.34361,34361,6.875
ReAtlas_us_windspeed_offshore.34451,34451,7.125
ReAtlas_us_windspeed_offshore.34454,34454,7.125
ReAtlas_us_windspeed_offshore.34538,34538,7.125
ReAtlas_us_windspeed_offshore.34364,34364,7.375
ReAtlas_us_windspeed_offshore.34367,34367,7.375
ReAtlas_us_windspeed_offshore.34374,34374,6.625
ReAtlas_us_windspeed_offshore.34376,34376,6.375
ReAtlas_us_windspeed_offshore.34377,34377,6.625
ReAtlas_us_windspeed_offshore.34378,34378,6.625
ReAtlas_us_windspeed_offshore.34379,34379,6.625
ReAtlas_us_windspeed_offshore.34380,34380,6.375
ReAtlas_us_windspeed_offshore.34381,34381,6.625
ReAtlas_us_windspeed_offshore.34384,34384,6.375
ReAtlas_us_windspeed_offshore.34385,34385,6.625
ReAtlas_us_windspeed_offshore.34386,34386,6.625
ReAtlas_us_windspeed_offshore.34410,34410,6.875
ReAtlas_us_windspeed_offshore.34411,34411,6.875
ReAtlas_us_windspeed_offshore.34413,34413,6.875
ReAtlas_us_windspeed_offshore.34414,34414,6.625
ReAtlas_us_windspeed_offshore.34415,34415,6.875
ReAtlas_us_windspeed_offshore.34418,34418,6.625
ReAtlas_us_windspeed_offshore.34421,34421,6.875
ReAtlas_us_windspeed_offshore.34422,34422,6.875
ReAtlas_us_windspeed_offshore.34423,34423,7.125
ReAtlas_us_windspeed_offshore.34428,34428,6.875
ReAtlas_us_windspeed_offshore.34430,34430,6.875
ReAtlas_us_windspeed_offshore.34455,34455,7.125
ReAtlas_us_windspeed_offshore.34462,34462,7.375
ReAtlas_us_windspeed_offshore.34319,34319,6.875
ReAtlas_us_windspeed_offshore.34323,34323,6.875
ReAtlas_us_windspeed_offshore.34325,34325,6.875
ReAtlas_us_windspeed_offshore.34326,34326,6.875
ReAtlas_us_windspeed_offshore.34391,34391,6.375
ReAtlas_us_windspeed_offshore.34392,34392,6.625
ReAtlas_us_windspeed_offshore.34395,34395,6.875
ReAtlas_us_windspeed_offshore.34482,34482,7.125
ReAtlas_us_windspeed_offshore.34465,34465,7.375
ReAtlas_us_windspeed_offshore.34467,34467,7.375
ReAtlas_us_windspeed_offshore.34533,34533,8.125
ReAtlas_us_windspeed_offshore.34564,34564,8.125
ReAtlas_us_windspeed_offshore.34567,34567,8.375
ReAtlas_us_windspeed_offshore.34327,34327,6.875
ReAtlas_us_windspeed_offshore.34804,34804,7.625
ReAtlas_us_windspeed_offshore.34488,34488,7.125
ReAtlas_us_windspeed_offshore.34487,34487,7.125
ReAtlas_us_windspeed_offshore.34489,34489,7.125
ReAtlas_us_windspeed_offshore.34787,34787,7.125
ReAtlas_us_windspeed_offshore.34405,34405,6.875
ReAtlas_us_windspeed_offshore.34755,34755,6.875
ReAtlas_us_windspeed_offshore.34633,34633,6.875
ReAtlas_us_windspeed_offshore.34634,34634,6.875
ReAtlas_us_windspeed_offshore.34613,34613,6.875
ReAtlas_us_windspeed_offshore.34550,34550,6.875
ReAtlas_us_windspeed_offshore.34555,34555,6.625
ReAtlas_us_windspeed_offshore.34471,34471,6.875
ReAtlas_us_windspeed_offshore.34595,34595,6.625
ReAtlas_us_windspeed_offshore.34598,34598,6.625
ReAtlas_us_windspeed_offshore.34528,34528,6.875
ReAtlas_us_windspeed_offshore.34529,34529,6.875
ReAtlas_us_windspeed_offshore.34546,34546,6.875
ReAtlas_us_windspeed_offshore.34553,34553,6.625
ReAtlas_us_windspeed_offshore.34554,34554,6.625
ReAtlas_us_windspeed_offshore.34548,34548,6.875
ReAtlas_us_windspeed_offshore.34551,34551,6.875
ReAtlas_us_windspeed_offshore.34556,34556,6.875
ReAtlas_us_windspeed_offshore.34557,34557,6.625
ReAtlas_us_windspeed_offshore.34558,34558,6.875
ReAtlas_us_windspeed_offshore.34560,34560,6.875
ReAtlas_us_windspeed_offshore.34562,34562,6.375
ReAtlas_us_windspeed_offshore.34561,34561,6.375
ReAtlas_us_windspeed_offshore.34563,34563,7.125
ReAtlas_us_windspeed_offshore.34566,34566,6.375
ReAtlas_us_windspeed_offshore.34570,34570,6.625
ReAtlas_us_windspeed_offshore.34572,34572,6.625
ReAtlas_us_windspeed_offshore.34620,34620,6.875
ReAtlas_us_windspeed_offshore.34621,34621,6.875
ReAtlas_us_windspeed_offshore.34573,34573,6.875
ReAtlas_us_windspeed_offshore.34574,34574,6.625
ReAtlas_us_windspeed_offshore.34576,34576,6.375
ReAtlas_us_windspeed_offshore.34577,34577,7.125
ReAtlas_us_windspeed_offshore.34581,34581,6.625
ReAtlas_us_windspeed_offshore.34583,34583,6.375
ReAtlas_us_windspeed_offshore.34582,34582,7.125
ReAtlas_us_windspeed_offshore.34584,34584,6.625
ReAtlas_us_windspeed_offshore.34585,34585,6.875
ReAtlas_us_windspeed_offshore.34480,34480,7.125
ReAtlas_us_windspeed_offshore.34565,34565,6.375
ReAtlas_us_windspeed_offshore.34641,34641,6.625
ReAtlas_us_windspeed_offshore.34802,34802,6.625
ReAtlas_us_windspeed_offshore.34484,34484,6.875
ReAtlas_us_windspeed_offshore.34485,34485,7.125
ReAtlas_us_windspeed_offshore.34614,34614,6.875
ReAtlas_us_windspeed_offshore.34615,34615,6.875
ReAtlas_us_windspeed_offshore.34617,34617,6.875
ReAtlas_us_windspeed_offshore.34618,34618,6.875
ReAtlas_us_windspeed_offshore.34626,34626,7.125
ReAtlas_us_windspeed_offshore.34627,34627,6.625
ReAtlas_us_windspeed_offshore.34679,34679,6.875
ReAtlas_us_windspeed_offshore.34674,34674,6.875
ReAtlas_us_windspeed_offshore.34678,34678,6.375
ReAtlas_us_windspeed_offshore.34681,34681,6.625
ReAtlas_us_windspeed_offshore.34683,34683,6.375
ReAtlas_us_windspeed_offshore.34684,34684,6.375
ReAtlas_us_windspeed_offshore.34687,34687,6.125
ReAtlas_us_windspeed_offshore.34688,34688,6.125
ReAtlas_us_windspeed_offshore.34691,34691,6.625
ReAtlas_us_windspeed_offshore.34697,34697,6.375
ReAtlas_us_windspeed_offshore.34700,34700,6.375
ReAtlas_us_windspeed_offshore.34705,34705,7.125
ReAtlas_us_windspeed_offshore.34706,34706,6.375
ReAtlas_us_windspeed_offshore.34708,34708,6.625
ReAtlas_us_windspeed_offshore.34709,34709,7.375
ReAtlas_us_windspeed_offshore.34630,34630,6.625
ReAtlas_us_windspeed_offshore.34427,34427,6.375
ReAtlas_us_windspeed_offshore.34429,34429,6.625
ReAtlas_us_windspeed_offshore.34431,34431,6.375
ReAtlas_us_windspeed_offshore.34432,34432,6.375
ReAtlas_us_windspeed_offshore.34453,34453,6.625
ReAtlas_us_windspeed_offshore.34459,34459,6.625
ReAtlas_us_windspeed_offshore.34460,34460,6.625
ReAtlas_us_windspeed_offshore.34461,34461,6.875
ReAtlas_us_windspeed_offshore.34466,34466,6.625
ReAtlas_us_windspeed_offshore.34375,34375,6.375
ReAtlas_us_windspeed_offshore.34366,34366,6.125
ReAtlas_us_windspeed_offshore.34363,34363,6.125
ReAtlas_us_windspeed_offshore.34350,34350,6.125
ReAtlas_us_windspeed_offshore.34359,34359,6.875
ReAtlas_us_windspeed_offshore.34406,34406,6.875
ReAtlas_us_windspeed_offshore.34407,34407,6.375
ReAtlas_us_windspeed_offshore.34370,34370,6.625
ReAtlas_us_windspeed_offshore.34372,34372,6.375
ReAtlas_us_windspeed_offshore.34445,34445,6.375
ReAtlas_us_windspeed_offshore.34443,34443,6.625
ReAtlas_us_windspeed_offshore.34477,34477,7.125
ReAtlas_us_windspeed_offshore.34525,34525,6.625
ReAtlas_us_windspeed_offshore.34559,34559,6.625
ReAtlas_us_windspeed_offshore.34580,34580,7.125
ReAtlas_us_windspeed_offshore.34750,34750,6.875
ReAtlas_us_windspeed_offshore.34828,34828,6.625
ReAtlas_us_windspeed_offshore.34408,34408,6.625
ReAtlas_us_windspeed_offshore.34409,34409,6.625
ReAtlas_us_windspeed_offshore.34639,34639,6.625
ReAtlas_us_windspeed_offshore.34387,34387,6.625
ReAtlas_us_windspeed_offshore.34404,34404,6.625
ReAtlas_us_windspeed_offshore.34400,34400,7.125
ReAtlas_us_windspeed_offshore.34403,34403,6.875
ReAtlas_us_windspeed_offshore.34644,34644,6.875
ReAtlas_us_windspeed_offshore.34649,34649,6.875
ReAtlas_us_windspeed_offshore.34651,34651,6.875
ReAtlas_us_windspeed_offshore.34390,34390,6.625
ReAtlas_us_windspeed_offshore.34398,34398,6.375
ReAtlas_us_windspeed_offshore.34399,34399,6.375
