FID,gid,speed_90
ReAtlas_us_windspeed_offshore.4869,4869,7.625
ReAtlas_us_windspeed_offshore.4903,4903,7.375
ReAtlas_us_windspeed_offshore.4868,4868,7.875
ReAtlas_us_windspeed_offshore.4864,4864,7.875
ReAtlas_us_windspeed_offshore.4799,4799,7.875
ReAtlas_us_windspeed_offshore.4798,4798,7.625
ReAtlas_us_windspeed_offshore.4796,4796,7.375
ReAtlas_us_windspeed_offshore.5820,5820,7.125
ReAtlas_us_windspeed_offshore.4182,4182,7.125
ReAtlas_us_windspeed_offshore.4063,4063,7.625
ReAtlas_us_windspeed_offshore.4797,4797,7.625
ReAtlas_us_windspeed_offshore.5838,5838,7.125
ReAtlas_us_windspeed_offshore.5839,5839,7.125
ReAtlas_us_windspeed_offshore.5840,5840,7.375
ReAtlas_us_windspeed_offshore.5841,5841,7.125
ReAtlas_us_windspeed_offshore.5851,5851,7.375
ReAtlas_us_windspeed_offshore.5852,5852,7.375
ReAtlas_us_windspeed_offshore.5862,5862,7.375
ReAtlas_us_windspeed_offshore.5868,5868,7.375
ReAtlas_us_windspeed_offshore.5884,5884,6.875
ReAtlas_us_windspeed_offshore.5824,5824,7.125
ReAtlas_us_windspeed_offshore.4897,4897,7.125
ReAtlas_us_windspeed_offshore.4895,4895,7.125
ReAtlas_us_windspeed_offshore.4890,4890,7.625
ReAtlas_us_windspeed_offshore.4887,4887,7.875
ReAtlas_us_windspeed_offshore.5900,5900,7.125
ReAtlas_us_windspeed_offshore.5901,5901,7.125
ReAtlas_us_windspeed_offshore.5902,5902,7.125
ReAtlas_us_windspeed_offshore.5940,5940,7.125
ReAtlas_us_windspeed_offshore.5966,5966,6.875
ReAtlas_us_windspeed_offshore.5970,5970,7.125
ReAtlas_us_windspeed_offshore.5973,5973,7.125
ReAtlas_us_windspeed_offshore.4880,4880,7.625
ReAtlas_us_windspeed_offshore.4784,4784,7.375
ReAtlas_us_windspeed_offshore.4792,4792,7.375
ReAtlas_us_windspeed_offshore.4790,4790,7.375
ReAtlas_us_windspeed_offshore.4789,4789,7.375
ReAtlas_us_windspeed_offshore.4428,4428,7.875
ReAtlas_us_windspeed_offshore.4413,4413,7.875
ReAtlas_us_windspeed_offshore.5977,5977,7.375
ReAtlas_us_windspeed_offshore.6003,6003,7.125
ReAtlas_us_windspeed_offshore.5984,5984,7.375
ReAtlas_us_windspeed_offshore.5988,5988,7.875
ReAtlas_us_windspeed_offshore.5994,5994,7.375
ReAtlas_us_windspeed_offshore.5999,5999,7.625
ReAtlas_us_windspeed_offshore.6001,6001,7.125
ReAtlas_us_windspeed_offshore.6006,6006,7.125
ReAtlas_us_windspeed_offshore.6011,6011,7.125
ReAtlas_us_windspeed_offshore.4911,4911,7.125
ReAtlas_us_windspeed_offshore.4912,4912,7.125
ReAtlas_us_windspeed_offshore.5893,5893,7.375
ReAtlas_us_windspeed_offshore.4778,4778,7.375
ReAtlas_us_windspeed_offshore.4410,4410,7.875
ReAtlas_us_windspeed_offshore.4402,4402,8.125
ReAtlas_us_windspeed_offshore.4401,4401,7.875
ReAtlas_us_windspeed_offshore.4420,4420,7.625
ReAtlas_us_windspeed_offshore.4394,4394,8.125
ReAtlas_us_windspeed_offshore.4389,4389,8.375
ReAtlas_us_windspeed_offshore.4377,4377,8.125
ReAtlas_us_windspeed_offshore.4365,4365,8.125
ReAtlas_us_windspeed_offshore.4361,4361,8.375
ReAtlas_us_windspeed_offshore.4358,4358,8.125
ReAtlas_us_windspeed_offshore.4353,4353,8.125
ReAtlas_us_windspeed_offshore.4356,4356,7.625
ReAtlas_us_windspeed_offshore.4341,4341,7.625
ReAtlas_us_windspeed_offshore.4342,4342,8.125
ReAtlas_us_windspeed_offshore.5008,5008,6.625
ReAtlas_us_windspeed_offshore.4930,4930,7.625
ReAtlas_us_windspeed_offshore.4949,4949,7.375
ReAtlas_us_windspeed_offshore.5606,5606,6.875
ReAtlas_us_windspeed_offshore.4454,4454,8.125
ReAtlas_us_windspeed_offshore.5813,5813,6.625
ReAtlas_us_windspeed_offshore.5463,5463,7.125
ReAtlas_us_windspeed_offshore.5456,5456,7.125
ReAtlas_us_windspeed_offshore.5455,5455,7.125
ReAtlas_us_windspeed_offshore.5427,5427,6.875
ReAtlas_us_windspeed_offshore.5414,5414,6.875
ReAtlas_us_windspeed_offshore.5413,5413,6.875
ReAtlas_us_windspeed_offshore.5399,5399,7.125
ReAtlas_us_windspeed_offshore.5006,5006,7.125
ReAtlas_us_windspeed_offshore.5005,5005,6.875
ReAtlas_us_windspeed_offshore.5015,5015,6.625
ReAtlas_us_windspeed_offshore.5013,5013,6.625
ReAtlas_us_windspeed_offshore.5012,5012,6.625
ReAtlas_us_windspeed_offshore.5010,5010,6.625
ReAtlas_us_windspeed_offshore.4947,4947,7.125
ReAtlas_us_windspeed_offshore.4986,4986,7.375
ReAtlas_us_windspeed_offshore.4813,4813,7.125
ReAtlas_us_windspeed_offshore.4804,4804,7.625
ReAtlas_us_windspeed_offshore.4788,4788,7.625
ReAtlas_us_windspeed_offshore.4791,4791,7.625
ReAtlas_us_windspeed_offshore.4776,4776,7.625
ReAtlas_us_windspeed_offshore.4775,4775,7.625
ReAtlas_us_windspeed_offshore.4773,4773,7.625
ReAtlas_us_windspeed_offshore.5556,5556,6.875
ReAtlas_us_windspeed_offshore.5558,5558,6.875
ReAtlas_us_windspeed_offshore.5526,5526,6.875
ReAtlas_us_windspeed_offshore.5532,5532,7.125
ReAtlas_us_windspeed_offshore.5534,5534,7.125
ReAtlas_us_windspeed_offshore.5559,5559,6.875
ReAtlas_us_windspeed_offshore.5561,5561,6.875
ReAtlas_us_windspeed_offshore.5593,5593,6.875
ReAtlas_us_windspeed_offshore.5604,5604,6.875
ReAtlas_us_windspeed_offshore.4946,4946,7.375
ReAtlas_us_windspeed_offshore.5631,5631,6.875
ReAtlas_us_windspeed_offshore.5632,5632,6.875
ReAtlas_us_windspeed_offshore.5713,5713,6.625
ReAtlas_us_windspeed_offshore.5716,5716,6.625
ReAtlas_us_windspeed_offshore.5722,5722,6.875
ReAtlas_us_windspeed_offshore.5765,5765,6.625
ReAtlas_us_windspeed_offshore.5781,5781,6.625
ReAtlas_us_windspeed_offshore.5784,5784,6.625
ReAtlas_us_windspeed_offshore.5794,5794,6.625
ReAtlas_us_windspeed_offshore.4487,4487,6.625
ReAtlas_us_windspeed_offshore.4270,4270,6.625
ReAtlas_us_windspeed_offshore.4302,4302,6.875
ReAtlas_us_windspeed_offshore.4228,4228,7.125
ReAtlas_us_windspeed_offshore.4192,4192,7.875
ReAtlas_us_windspeed_offshore.5804,5804,6.875
ReAtlas_us_windspeed_offshore.5796,5796,6.625
ReAtlas_us_windspeed_offshore.4830,4830,6.625
ReAtlas_us_windspeed_offshore.4834,4834,6.625
ReAtlas_us_windspeed_offshore.4829,4829,6.625
ReAtlas_us_windspeed_offshore.4837,4837,6.625
ReAtlas_us_windspeed_offshore.4570,4570,6.875
ReAtlas_us_windspeed_offshore.4550,4550,6.875
ReAtlas_us_windspeed_offshore.4543,4543,6.875
ReAtlas_us_windspeed_offshore.4531,4531,6.625
ReAtlas_us_windspeed_offshore.4533,4533,6.625
ReAtlas_us_windspeed_offshore.4537,4537,6.875
ReAtlas_us_windspeed_offshore.4535,4535,6.875
ReAtlas_us_windspeed_offshore.4470,4470,6.875
ReAtlas_us_windspeed_offshore.4479,4479,6.375
ReAtlas_us_windspeed_offshore.4477,4477,6.375
ReAtlas_us_windspeed_offshore.4476,4476,6.625
ReAtlas_us_windspeed_offshore.4443,4443,6.875
ReAtlas_us_windspeed_offshore.4298,4298,6.625
ReAtlas_us_windspeed_offshore.4311,4311,7.625
ReAtlas_us_windspeed_offshore.4463,4463,6.875
ReAtlas_us_windspeed_offshore.4422,4422,7.375
ReAtlas_us_windspeed_offshore.4431,4431,7.125
ReAtlas_us_windspeed_offshore.4261,4261,7.125
ReAtlas_us_windspeed_offshore.4266,4266,7.125
ReAtlas_us_windspeed_offshore.4255,4255,7.125
ReAtlas_us_windspeed_offshore.4144,4144,6.875
ReAtlas_us_windspeed_offshore.4152,4152,6.875
ReAtlas_us_windspeed_offshore.4130,4130,7.375
ReAtlas_us_windspeed_offshore.4080,4080,6.875
ReAtlas_us_windspeed_offshore.4499,4499,6.375
ReAtlas_us_windspeed_offshore.4305,4305,7.625
ReAtlas_us_windspeed_offshore.4214,4214,7.375
ReAtlas_us_windspeed_offshore.4186,4186,7.625
ReAtlas_us_windspeed_offshore.5270,5270,7.375
ReAtlas_us_windspeed_offshore.4755,4755,7.125
ReAtlas_us_windspeed_offshore.4295,4295,6.875
ReAtlas_us_windspeed_offshore.4291,4291,6.875
ReAtlas_us_windspeed_offshore.4265,4265,7.375
ReAtlas_us_windspeed_offshore.4252,4252,6.625
ReAtlas_us_windspeed_offshore.4217,4217,6.875
ReAtlas_us_windspeed_offshore.4289,4289,6.625
ReAtlas_us_windspeed_offshore.4206,4206,6.875
ReAtlas_us_windspeed_offshore.4259,4259,6.625
ReAtlas_us_windspeed_offshore.4268,4268,6.625
ReAtlas_us_windspeed_offshore.4238,4238,7.375
ReAtlas_us_windspeed_offshore.4237,4237,7.125
ReAtlas_us_windspeed_offshore.4301,4301,7.125
ReAtlas_us_windspeed_offshore.4267,4267,6.875
ReAtlas_us_windspeed_offshore.4258,4258,7.125
ReAtlas_us_windspeed_offshore.4245,4245,7.125
ReAtlas_us_windspeed_offshore.4234,4234,7.125
ReAtlas_us_windspeed_offshore.4215,4215,7.375
ReAtlas_us_windspeed_offshore.4198,4198,7.625
ReAtlas_us_windspeed_offshore.5143,5143,6.125
ReAtlas_us_windspeed_offshore.5154,5154,6.375
ReAtlas_us_windspeed_offshore.5275,5275,6.875
ReAtlas_us_windspeed_offshore.5286,5286,6.625
ReAtlas_us_windspeed_offshore.5287,5287,6.875
ReAtlas_us_windspeed_offshore.5257,5257,6.875
ReAtlas_us_windspeed_offshore.5144,5144,6.375
ReAtlas_us_windspeed_offshore.5117,5117,6.375
ReAtlas_us_windspeed_offshore.5142,5142,6.125
ReAtlas_us_windspeed_offshore.5258,5258,6.875
ReAtlas_us_windspeed_offshore.5126,5126,6.875
ReAtlas_us_windspeed_offshore.5253,5253,6.875
ReAtlas_us_windspeed_offshore.5140,5140,6.375
ReAtlas_us_windspeed_offshore.5240,5240,6.875
ReAtlas_us_windspeed_offshore.5267,5267,6.875
ReAtlas_us_windspeed_offshore.5125,5125,6.375
ReAtlas_us_windspeed_offshore.5234,5234,6.875
ReAtlas_us_windspeed_offshore.5109,5109,6.875
ReAtlas_us_windspeed_offshore.5136,5136,6.625
ReAtlas_us_windspeed_offshore.5105,5105,6.625
ReAtlas_us_windspeed_offshore.4095,4095,7.375
ReAtlas_us_windspeed_offshore.4051,4051,6.875
ReAtlas_us_windspeed_offshore.5265,5265,7.125
ReAtlas_us_windspeed_offshore.5262,5262,6.875
ReAtlas_us_windspeed_offshore.5123,5123,6.875
ReAtlas_us_windspeed_offshore.5108,5108,7.125
ReAtlas_us_windspeed_offshore.5420,5420,6.625
ReAtlas_us_windspeed_offshore.5412,5412,6.625
ReAtlas_us_windspeed_offshore.5146,5146,6.125
ReAtlas_us_windspeed_offshore.4163,4163,6.625
ReAtlas_us_windspeed_offshore.4282,4282,7.125
ReAtlas_us_windspeed_offshore.4257,4257,7.125
ReAtlas_us_windspeed_offshore.4263,4263,7.125
ReAtlas_us_windspeed_offshore.4231,4231,6.875
ReAtlas_us_windspeed_offshore.4226,4226,6.875
ReAtlas_us_windspeed_offshore.4062,4062,6.875
ReAtlas_us_windspeed_offshore.4378,4378,6.875
ReAtlas_us_windspeed_offshore.4262,4262,7.125
ReAtlas_us_windspeed_offshore.4399,4399,6.625
ReAtlas_us_windspeed_offshore.4369,4369,7.625
ReAtlas_us_windspeed_offshore.4102,4102,7.125
ReAtlas_us_windspeed_offshore.4077,4077,7.125
ReAtlas_us_windspeed_offshore.4035,4035,6.875
ReAtlas_us_windspeed_offshore.4444,4444,7.125
ReAtlas_us_windspeed_offshore.4737,4737,6.375
ReAtlas_us_windspeed_offshore.4749,4749,6.375
ReAtlas_us_windspeed_offshore.4717,4717,6.875
ReAtlas_us_windspeed_offshore.4702,4702,6.625
ReAtlas_us_windspeed_offshore.4752,4752,6.625
ReAtlas_us_windspeed_offshore.4710,4710,6.875
ReAtlas_us_windspeed_offshore.4709,4709,7.375
ReAtlas_us_windspeed_offshore.4731,4731,7.125
ReAtlas_us_windspeed_offshore.4704,4704,7.125
ReAtlas_us_windspeed_offshore.4078,4078,7.875
ReAtlas_us_windspeed_offshore.4043,4043,6.875
ReAtlas_us_windspeed_offshore.4760,4760,6.875
ReAtlas_us_windspeed_offshore.4758,4758,7.125
ReAtlas_us_windspeed_offshore.4748,4748,7.125
ReAtlas_us_windspeed_offshore.4042,4042,6.875
ReAtlas_us_windspeed_offshore.4223,4223,6.875
ReAtlas_us_windspeed_offshore.4069,4069,6.875
ReAtlas_us_windspeed_offshore.4132,4132,6.875
ReAtlas_us_windspeed_offshore.4079,4079,7.375
ReAtlas_us_windspeed_offshore.4073,4073,7.125
ReAtlas_us_windspeed_offshore.4128,4128,6.875
ReAtlas_us_windspeed_offshore.4047,4047,7.125
ReAtlas_us_windspeed_offshore.4099,4099,6.875
ReAtlas_us_windspeed_offshore.4089,4089,6.625
ReAtlas_us_windspeed_offshore.4025,4025,6.875
ReAtlas_us_windspeed_offshore.4046,4046,7.125
ReAtlas_us_windspeed_offshore.4166,4166,7.375
ReAtlas_us_windspeed_offshore.4048,4048,7.375
ReAtlas_us_windspeed_offshore.4167,4167,6.875
ReAtlas_us_windspeed_offshore.4181,4181,7.625
ReAtlas_us_windspeed_offshore.4165,4165,7.125
ReAtlas_us_windspeed_offshore.4058,4058,7.875
ReAtlas_us_windspeed_offshore.4068,4068,7.375
ReAtlas_us_windspeed_offshore.4050,4050,8.125
ReAtlas_us_windspeed_offshore.4045,4045,7.125
ReAtlas_us_windspeed_offshore.4041,4041,7.625
ReAtlas_us_windspeed_offshore.4037,4037,7.375
ReAtlas_us_windspeed_offshore.4100,4100,7.625
ReAtlas_us_windspeed_offshore.4038,4038,6.875
ReAtlas_us_windspeed_offshore.4092,4092,6.875
ReAtlas_us_windspeed_offshore.4886,4886,6.625
ReAtlas_us_windspeed_offshore.4898,4898,6.625
ReAtlas_us_windspeed_offshore.4900,4900,6.625
ReAtlas_us_windspeed_offshore.4901,4901,6.625
ReAtlas_us_windspeed_offshore.4902,4902,6.625
ReAtlas_us_windspeed_offshore.4943,4943,6.625
ReAtlas_us_windspeed_offshore.4909,4909,6.625
ReAtlas_us_windspeed_offshore.4939,4939,6.625
ReAtlas_us_windspeed_offshore.4866,4866,6.625
ReAtlas_us_windspeed_offshore.4845,4845,6.625
ReAtlas_us_windspeed_offshore.4839,4839,6.625
ReAtlas_us_windspeed_offshore.4835,4835,6.625
ReAtlas_us_windspeed_offshore.4831,4831,6.625
ReAtlas_us_windspeed_offshore.4809,4809,6.375
ReAtlas_us_windspeed_offshore.4960,4960,7.625
ReAtlas_us_windspeed_offshore.4936,4936,7.375
ReAtlas_us_windspeed_offshore.4888,4888,6.875
ReAtlas_us_windspeed_offshore.4806,4806,6.375
ReAtlas_us_windspeed_offshore.4786,4786,6.375
ReAtlas_us_windspeed_offshore.4785,4785,6.375
ReAtlas_us_windspeed_offshore.4766,4766,6.375
ReAtlas_us_windspeed_offshore.4763,4763,6.375
ReAtlas_us_windspeed_offshore.4090,4090,7.375
ReAtlas_us_windspeed_offshore.4825,4825,7.375
ReAtlas_us_windspeed_offshore.4821,4821,7.375
ReAtlas_us_windspeed_offshore.4739,4739,6.875
ReAtlas_us_windspeed_offshore.4811,4811,7.375
ReAtlas_us_windspeed_offshore.4722,4722,6.625
ReAtlas_us_windspeed_offshore.4920,4920,6.625
ReAtlas_us_windspeed_offshore.4922,4922,7.125
ReAtlas_us_windspeed_offshore.4923,4923,6.625
ReAtlas_us_windspeed_offshore.4925,4925,7.625
ReAtlas_us_windspeed_offshore.4955,4955,6.625
ReAtlas_us_windspeed_offshore.4962,4962,6.625
ReAtlas_us_windspeed_offshore.4973,4973,6.625
ReAtlas_us_windspeed_offshore.4983,4983,6.625
ReAtlas_us_windspeed_offshore.4985,4985,6.625
ReAtlas_us_windspeed_offshore.4992,4992,6.625
ReAtlas_us_windspeed_offshore.4998,4998,6.375
ReAtlas_us_windspeed_offshore.4750,4750,6.625
ReAtlas_us_windspeed_offshore.4743,4743,6.625
ReAtlas_us_windspeed_offshore.3567,3567,7.375
ReAtlas_us_windspeed_offshore.5000,5000,6.625
ReAtlas_us_windspeed_offshore.5009,5009,6.625
ReAtlas_us_windspeed_offshore.5017,5017,6.875
ReAtlas_us_windspeed_offshore.4826,4826,6.625
ReAtlas_us_windspeed_offshore.4769,4769,6.625
ReAtlas_us_windspeed_offshore.4757,4757,6.625
ReAtlas_us_windspeed_offshore.4707,4707,7.375
ReAtlas_us_windspeed_offshore.4703,4703,7.625
ReAtlas_us_windspeed_offshore.4312,4312,7.625
ReAtlas_us_windspeed_offshore.4323,4323,8.625
ReAtlas_us_windspeed_offshore.4317,4317,8.375
ReAtlas_us_windspeed_offshore.4199,4199,7.875
ReAtlas_us_windspeed_offshore.4779,4779,6.875
ReAtlas_us_windspeed_offshore.4780,4780,7.125
ReAtlas_us_windspeed_offshore.4385,4385,7.625
ReAtlas_us_windspeed_offshore.4390,4390,7.625
ReAtlas_us_windspeed_offshore.4395,4395,7.625
ReAtlas_us_windspeed_offshore.4396,4396,7.625
ReAtlas_us_windspeed_offshore.4414,4414,7.625
ReAtlas_us_windspeed_offshore.4412,4412,7.625
ReAtlas_us_windspeed_offshore.4411,4411,8.125
ReAtlas_us_windspeed_offshore.4343,4343,7.125
ReAtlas_us_windspeed_offshore.4368,4368,7.625
ReAtlas_us_windspeed_offshore.4315,4315,7.625
ReAtlas_us_windspeed_offshore.4366,4366,7.375
ReAtlas_us_windspeed_offshore.4313,4313,7.625
ReAtlas_us_windspeed_offshore.4310,4310,7.375
ReAtlas_us_windspeed_offshore.4308,4308,7.375
ReAtlas_us_windspeed_offshore.4332,4332,8.375
ReAtlas_us_windspeed_offshore.4320,4320,7.875
ReAtlas_us_windspeed_offshore.4296,4296,8.125
ReAtlas_us_windspeed_offshore.4070,4070,8.875
ReAtlas_us_windspeed_offshore.4741,4741,7.125
ReAtlas_us_windspeed_offshore.4733,4733,7.375
ReAtlas_us_windspeed_offshore.4725,4725,7.375
ReAtlas_us_windspeed_offshore.4721,4721,7.625
ReAtlas_us_windspeed_offshore.4720,4720,7.375
ReAtlas_us_windspeed_offshore.4712,4712,7.625
ReAtlas_us_windspeed_offshore.4705,4705,8.125
ReAtlas_us_windspeed_offshore.4701,4701,8.125
ReAtlas_us_windspeed_offshore.4697,4697,7.375
ReAtlas_us_windspeed_offshore.4692,4692,7.875
ReAtlas_us_windspeed_offshore.4690,4690,7.625
ReAtlas_us_windspeed_offshore.4683,4683,7.875
ReAtlas_us_windspeed_offshore.4685,4685,7.375
ReAtlas_us_windspeed_offshore.4680,4680,7.375
ReAtlas_us_windspeed_offshore.4696,4696,7.125
ReAtlas_us_windspeed_offshore.4675,4675,7.125
ReAtlas_us_windspeed_offshore.4624,4624,7.125
ReAtlas_us_windspeed_offshore.4612,4612,7.875
ReAtlas_us_windspeed_offshore.4606,4606,8.125
ReAtlas_us_windspeed_offshore.4591,4591,8.375
ReAtlas_us_windspeed_offshore.4589,4589,7.875
ReAtlas_us_windspeed_offshore.4583,4583,8.125
ReAtlas_us_windspeed_offshore.4579,4579,8.375
ReAtlas_us_windspeed_offshore.4322,4322,7.875
ReAtlas_us_windspeed_offshore.4142,4142,8.125
ReAtlas_us_windspeed_offshore.4093,4093,7.875
ReAtlas_us_windspeed_offshore.4651,4651,7.625
ReAtlas_us_windspeed_offshore.4552,4552,6.875
ReAtlas_us_windspeed_offshore.4156,4156,6.625
ReAtlas_us_windspeed_offshore.4559,4559,6.875
ReAtlas_us_windspeed_offshore.4564,4564,6.875
ReAtlas_us_windspeed_offshore.4287,4287,7.875
ReAtlas_us_windspeed_offshore.4137,4137,7.625
ReAtlas_us_windspeed_offshore.4197,4197,8.125
ReAtlas_us_windspeed_offshore.4676,4676,7.375
ReAtlas_us_windspeed_offshore.4670,4670,6.875
ReAtlas_us_windspeed_offshore.4669,4669,7.125
ReAtlas_us_windspeed_offshore.4643,4643,7.125
ReAtlas_us_windspeed_offshore.4637,4637,7.125
ReAtlas_us_windspeed_offshore.4626,4626,6.875
ReAtlas_us_windspeed_offshore.4619,4619,7.375
ReAtlas_us_windspeed_offshore.4615,4615,7.625
ReAtlas_us_windspeed_offshore.4547,4547,8.375
ReAtlas_us_windspeed_offshore.4242,4242,7.375
ReAtlas_us_windspeed_offshore.4193,4193,7.875
ReAtlas_us_windspeed_offshore.4188,4188,7.875
ReAtlas_us_windspeed_offshore.4176,4176,7.375
ReAtlas_us_windspeed_offshore.4174,4174,7.125
ReAtlas_us_windspeed_offshore.4155,4155,7.625
ReAtlas_us_windspeed_offshore.4285,4285,7.625
ReAtlas_us_windspeed_offshore.4173,4173,7.375
ReAtlas_us_windspeed_offshore.4126,4126,8.125
ReAtlas_us_windspeed_offshore.4119,4119,7.625
ReAtlas_us_windspeed_offshore.4085,4085,7.375
ReAtlas_us_windspeed_offshore.4087,4087,8.125
ReAtlas_us_windspeed_offshore.4098,4098,7.625
ReAtlas_us_windspeed_offshore.4101,4101,7.875
ReAtlas_us_windspeed_offshore.4094,4094,7.625
ReAtlas_us_windspeed_offshore.4260,4260,7.875
ReAtlas_us_windspeed_offshore.4545,4545,7.125
ReAtlas_us_windspeed_offshore.4517,4517,7.625
ReAtlas_us_windspeed_offshore.4516,4516,7.625
ReAtlas_us_windspeed_offshore.4514,4514,7.625
ReAtlas_us_windspeed_offshore.4522,4522,7.375
ReAtlas_us_windspeed_offshore.4563,4563,7.125
ReAtlas_us_windspeed_offshore.4518,4518,7.375
ReAtlas_us_windspeed_offshore.4557,4557,7.375
ReAtlas_us_windspeed_offshore.4553,4553,7.625
ReAtlas_us_windspeed_offshore.4278,4278,7.625
ReAtlas_us_windspeed_offshore.4235,4235,7.125
ReAtlas_us_windspeed_offshore.4277,4277,7.875
ReAtlas_us_windspeed_offshore.4194,4194,6.875
ReAtlas_us_windspeed_offshore.3424,3424,7.625
ReAtlas_us_windspeed_offshore.3482,3482,7.125
ReAtlas_us_windspeed_offshore.4276,4276,7.375
ReAtlas_us_windspeed_offshore.4243,4243,7.625
ReAtlas_us_windspeed_offshore.4229,4229,7.125
ReAtlas_us_windspeed_offshore.4249,4249,7.375
ReAtlas_us_windspeed_offshore.4124,4124,7.375
ReAtlas_us_windspeed_offshore.4117,4117,7.375
ReAtlas_us_windspeed_offshore.4111,4111,7.125
ReAtlas_us_windspeed_offshore.4105,4105,7.125
ReAtlas_us_windspeed_offshore.4253,4253,7.625
ReAtlas_us_windspeed_offshore.4108,4108,7.375
ReAtlas_us_windspeed_offshore.4084,4084,7.625
ReAtlas_us_windspeed_offshore.3395,3395,7.625
ReAtlas_us_windspeed_offshore.3426,3426,7.125
ReAtlas_us_windspeed_offshore.3430,3430,7.125
ReAtlas_us_windspeed_offshore.3441,3441,7.625
ReAtlas_us_windspeed_offshore.3472,3472,7.125
ReAtlas_us_windspeed_offshore.3526,3526,7.125
ReAtlas_us_windspeed_offshore.4677,4677,6.375
ReAtlas_us_windspeed_offshore.4616,4616,6.625
ReAtlas_us_windspeed_offshore.3885,3885,7.125
ReAtlas_us_windspeed_offshore.4631,4631,6.625
ReAtlas_us_windspeed_offshore.4634,4634,6.125
ReAtlas_us_windspeed_offshore.4635,4635,6.625
ReAtlas_us_windspeed_offshore.4671,4671,6.875
ReAtlas_us_windspeed_offshore.3383,3383,7.625
ReAtlas_us_windspeed_offshore.3303,3303,7.125
ReAtlas_us_windspeed_offshore.3327,3327,7.875
ReAtlas_us_windspeed_offshore.3474,3474,7.375
ReAtlas_us_windspeed_offshore.3323,3323,7.125
ReAtlas_us_windspeed_offshore.3377,3377,7.625
ReAtlas_us_windspeed_offshore.3538,3538,7.375
ReAtlas_us_windspeed_offshore.3581,3581,7.125
ReAtlas_us_windspeed_offshore.3547,3547,7.375
ReAtlas_us_windspeed_offshore.3561,3561,7.375
ReAtlas_us_windspeed_offshore.3589,3589,7.375
ReAtlas_us_windspeed_offshore.4633,4633,6.125
ReAtlas_us_windspeed_offshore.3415,3415,8.375
ReAtlas_us_windspeed_offshore.4057,4057,6.875
ReAtlas_us_windspeed_offshore.3881,3881,7.125
ReAtlas_us_windspeed_offshore.3898,3898,7.125
ReAtlas_us_windspeed_offshore.3900,3900,7.125
ReAtlas_us_windspeed_offshore.3910,3910,7.125
ReAtlas_us_windspeed_offshore.4180,4180,6.875
ReAtlas_us_windspeed_offshore.4110,4110,6.875
ReAtlas_us_windspeed_offshore.3927,3927,7.125
ReAtlas_us_windspeed_offshore.3940,3940,7.375
ReAtlas_us_windspeed_offshore.3984,3984,7.375
ReAtlas_us_windspeed_offshore.3956,3956,7.125
ReAtlas_us_windspeed_offshore.3985,3985,7.125
ReAtlas_us_windspeed_offshore.3979,3979,7.625
ReAtlas_us_windspeed_offshore.3980,3980,7.125
ReAtlas_us_windspeed_offshore.3988,3988,7.125
ReAtlas_us_windspeed_offshore.3990,3990,7.125
ReAtlas_us_windspeed_offshore.3991,3991,7.125
ReAtlas_us_windspeed_offshore.3995,3995,6.875
ReAtlas_us_windspeed_offshore.3999,3999,7.625
ReAtlas_us_windspeed_offshore.4002,4002,7.375
ReAtlas_us_windspeed_offshore.4004,4004,7.125
ReAtlas_us_windspeed_offshore.4017,4017,7.875
ReAtlas_us_windspeed_offshore.4151,4151,6.625
ReAtlas_us_windspeed_offshore.4019,4019,6.875
ReAtlas_us_windspeed_offshore.4021,4021,7.875
ReAtlas_us_windspeed_offshore.4023,4023,8.125
ReAtlas_us_windspeed_offshore.4027,4027,6.875
ReAtlas_us_windspeed_offshore.4028,4028,6.875
ReAtlas_us_windspeed_offshore.4029,4029,6.875
ReAtlas_us_windspeed_offshore.4032,4032,6.875
ReAtlas_us_windspeed_offshore.4033,4033,7.125
ReAtlas_us_windspeed_offshore.4034,4034,6.875
ReAtlas_us_windspeed_offshore.4054,4054,6.875
ReAtlas_us_windspeed_offshore.4236,4236,6.875
ReAtlas_us_windspeed_offshore.4284,4284,6.625
ReAtlas_us_windspeed_offshore.4074,4074,6.625
ReAtlas_us_windspeed_offshore.4082,4082,8.125
ReAtlas_us_windspeed_offshore.4500,4500,6.625
ReAtlas_us_windspeed_offshore.4304,4304,6.625
ReAtlas_us_windspeed_offshore.4121,4121,6.875
ReAtlas_us_windspeed_offshore.4159,4159,6.625
ReAtlas_us_windspeed_offshore.4129,4129,6.875
ReAtlas_us_windspeed_offshore.4195,4195,6.625
ReAtlas_us_windspeed_offshore.4143,4143,6.875
ReAtlas_us_windspeed_offshore.4219,4219,6.875
ReAtlas_us_windspeed_offshore.4240,4240,6.875
ReAtlas_us_windspeed_offshore.4502,4502,6.625
ReAtlas_us_windspeed_offshore.4244,4244,7.125
ReAtlas_us_windspeed_offshore.4256,4256,6.375
ReAtlas_us_windspeed_offshore.4283,4283,6.375
ReAtlas_us_windspeed_offshore.4299,4299,6.625
ReAtlas_us_windspeed_offshore.4532,4532,6.625
ReAtlas_us_windspeed_offshore.4292,4292,6.625
ReAtlas_us_windspeed_offshore.4316,4316,6.375
ReAtlas_us_windspeed_offshore.4318,4318,6.625
ReAtlas_us_windspeed_offshore.4344,4344,7.125
ReAtlas_us_windspeed_offshore.4345,4345,6.875
ReAtlas_us_windspeed_offshore.4348,4348,6.875
