FID,lat,lon,gid,reachid,pen_power_,pen_head_f
ReAtlas_smallhydro.3352,45.82778081224449,-122.52577189676697,3352,862779.000000,1581.689,38.911
ReAtlas_smallhydro.3356,45.83301454242531,-122.5234995470135,3356,862773.000000,1804.256,45.768
ReAtlas_smallhydro.3364,45.93015126421881,-122.23790545705347,3364,862765.000000,1964.926,181.496
ReAtlas_smallhydro.3366,46.05596873806774,-121.61609171183977,3366,855153.000000,1674.532,144.488
ReAtlas_smallhydro.3368,45.924859574621095,-122.30844071899034,3368,862761.000000,2529.233,528.182
ReAtlas_smallhydro.3370,46.064929961079635,-121.63650507383579,3370,855108.000000,1795.072,174.869
ReAtlas_smallhydro.3372,46.064280863191655,-121.65874001610888,3372,855101.000000,1786.744,243.438
ReAtlas_smallhydro.3373,45.946096455654626,-122.27930930509797,3373,862744.000000,1909.987,123.622
ReAtlas_smallhydro.3377,45.970421670805415,-122.25864571653193,3377,862696.000000,1430.178,234.252
ReAtlas_smallhydro.3378,45.9528834910994,-122.34835401868887,3378,862712.000000,3828.689,169.783
ReAtlas_smallhydro.3379,45.97051788394434,-122.27515887835034,3379,862695.000000,2120.270,100.886
ReAtlas_smallhydro.3390,45.95249387286775,-122.5696591161009,3390,862658.000000,1426.576,7.448
ReAtlas_smallhydro.3395,45.99097014878488,-122.46881294367668,3395,862621.000000,1115.326,683.858
ReAtlas_smallhydro.3402,46.053719865111184,-122.24660592755592,3402,862590.000000,2482.586,20.177
ReAtlas_smallhydro.3405,46.05603393030412,-122.25478651931519,3405,862584.000000,3339.981,26.969
ReAtlas_smallhydro.3412,46.0839817648036,-122.20013364997959,3412,862593.000000,2281.917,345.801
ReAtlas_smallhydro.3420,46.106312920207806,-122.18664222050882,3420,862546.000000,1295.935,544.685
ReAtlas_smallhydro.3427,46.07213797037235,-122.44246194482275,3427,863072.000000,1204.584,57.644
ReAtlas_smallhydro.3429,46.05293469915411,-122.55538314978335,3429,863070.000000,2270.402,74.213
ReAtlas_smallhydro.3432,46.07124349487623,-122.47793198324106,3432,863068.000000,2151.014,93.373
ReAtlas_smallhydro.3433,46.06268495897605,-122.52354923104545,3433,863062.000000,1771.766,63.812
ReAtlas_smallhydro.3438,46.089179784899855,-122.4176195956635,3438,863060.000000,1858.825,98.589
ReAtlas_smallhydro.3439,46.07338789771345,-122.50659701549506,3439,863064.000000,1763.077,72.507
ReAtlas_smallhydro.3441,46.10312603457049,-122.37297517789327,3441,863050.000000,1755.957,136.450
ReAtlas_smallhydro.3446,46.125194245200326,-122.33122454328463,3446,863036.000000,1582.705,305.249
ReAtlas_smallhydro.2466,43.43071774074781,-114.26078961658698,2466,918240.000000,1133.123,44.980
ReAtlas_smallhydro.2468,43.46671812826935,-114.27543017610944,2468,918219.000000,1372.315,55.413
ReAtlas_smallhydro.2469,43.51611034456752,-114.32142857770089,2469,918194.000000,1018.994,42.323
ReAtlas_smallhydro.2476,43.377164773000004,-115.5494810909972,2476,903713.000000,1038.685,31.037
ReAtlas_smallhydro.2477,43.55702464275243,-114.3401119450638,2477,918172.000000,1135.569,50.525
ReAtlas_smallhydro.2478,43.57722901763048,-114.34445153110804,2478,918162.000000,1199.532,53.478
ReAtlas_smallhydro.2482,43.48907548724314,-115.3078710261523,2482,903639.000000,1947.957,71.982
ReAtlas_smallhydro.2486,43.4638304156501,-115.63010328838288,2486,903601.000000,1141.407,32.907
ReAtlas_smallhydro.2493,43.565962417531125,-115.27425009747353,2493,903523.000000,1828.249,70.177
ReAtlas_smallhydro.2497,43.37813223428143,-116.64210503555978,2497,898716.000000,3592.883,7.579
ReAtlas_smallhydro.2498,43.53082831613457,-115.69910363553802,2498,903494.000000,1898.179,51.181
ReAtlas_smallhydro.2500,43.61158664316807,-115.21068580612325,2500,903475.000000,1615.945,76.345
ReAtlas_smallhydro.2501,43.5501966024148,-115.7253347826622,2501,903467.000000,1463.095,39.173
ReAtlas_smallhydro.2506,43.524604057399436,-116.06467117071608,2506,904040.000000,1188.648,12.303
ReAtlas_smallhydro.2511,43.594783521336105,-115.92299264191254,2511,903320.000000,11160.202,134.055
ReAtlas_smallhydro.2513,43.46929424135067,-116.77262278585746,2513,898645.000000,1618.775,3.412
ReAtlas_smallhydro.2515,43.589107100555744,-116.1647772140436,2515,904007.000000,1795.010,18.602
ReAtlas_smallhydro.2517,43.50733749705507,-116.78434147407376,2517,898635.000000,3829.629,8.071
ReAtlas_smallhydro.2519,43.6057608475989,-116.20450393860898,2519,903997.000000,2295.879,23.819
ReAtlas_smallhydro.2520,43.51943603720253,-116.7827248194487,2520,898621.000000,2521.195,5.315
ReAtlas_smallhydro.2522,43.6159544264767,-116.22207166161937,2522,903984.000000,1019.941,10.564
ReAtlas_smallhydro.2524,43.645198216688165,-116.25683092481512,2524,903969.000000,2189.720,22.703
ReAtlas_smallhydro.2527,43.66476968355737,-116.2883259926383,2527,903959.000000,1876.158,19.455
ReAtlas_smallhydro.2529,43.818259478122904,-115.29069290588882,2529,903072.000000,1144.720,88.747
ReAtlas_smallhydro.2531,43.830771193855085,-115.30077820334509,2531,903059.000000,1267.216,91.306
ReAtlas_smallhydro.2532,43.82760703950076,-115.3258684542067,2532,903048.000000,1043.109,74.475
ReAtlas_smallhydro.2537,43.689784830446904,-116.33601566178794,2537,903940.000000,1386.662,14.403
ReAtlas_smallhydro.2540,43.690182291598184,-116.36864252163159,2540,903925.000000,1445.216,15.026
ReAtlas_smallhydro.2541,43.689248289287974,-116.39742649088899,2541,903922.000000,1741.463,18.045
ReAtlas_smallhydro.2544,43.69513758320032,-116.42828212743532,2544,903918.000000,1110.079,11.516
ReAtlas_smallhydro.2545,43.61840233231811,-116.92266299278623,2545,898552.000000,2614.448,5.512
ReAtlas_smallhydro.2547,43.697490279964455,-116.45883539079378,2547,903909.000000,1342.754,13.944
ReAtlas_smallhydro.2550,43.628472920576066,-116.93880149952653,2550,898545.000000,5198.183,10.958
ReAtlas_smallhydro.2553,43.70594174828365,-116.49431091419362,2553,903898.000000,1358.433,14.140
ReAtlas_smallhydro.2556,43.679191805563704,-116.69620509749578,2556,903885.000000,1289.327,13.911
ReAtlas_smallhydro.2557,43.70997676192109,-116.5437588453253,2557,903882.000000,1713.651,17.848
ReAtlas_smallhydro.2558,43.68238765196204,-116.72971817411732,2558,903886.000000,1200.210,13.386
ReAtlas_smallhydro.2560,43.71023283445527,-116.5943581900734,2560,903875.000000,1428.249,14.895
ReAtlas_smallhydro.2564,43.70832245203193,-116.76910738220647,2564,903857.000000,1196.767,13.353
ReAtlas_smallhydro.2566,43.642276222404924,-117.24399742009152,2566,902317.000000,20534.815,279.692
ReAtlas_smallhydro.2568,43.722697718223635,-116.80840015387909,2568,903835.000000,1051.722,11.745
ReAtlas_smallhydro.2573,43.733365851443644,-116.88104507124666,2573,903808.000000,1008.479,11.286
ReAtlas_smallhydro.2576,43.6749858688438,-117.25471483133347,2576,902290.000000,1995.692,27.165
ReAtlas_smallhydro.2578,43.69133345915148,-117.20699778611916,2578,902287.000000,1364.343,18.570
ReAtlas_smallhydro.2584,43.781782390317325,-116.96204756998335,2584,903798.000000,1045.756,11.778
ReAtlas_smallhydro.2585,43.75709463966323,-117.15028111222813,2585,902270.000000,1077.489,14.633
ReAtlas_smallhydro.2586,43.904854426003745,-116.25194811656434,2586,906499.000000,4955.962,47.277
ReAtlas_smallhydro.2587,43.873689890638246,-116.52518530803442,2587,906490.000000,2071.859,18.766
ReAtlas_smallhydro.2589,43.90225205894198,-116.45908812527253,2589,906472.000000,1589.501,14.370
ReAtlas_smallhydro.2591,43.88186347932326,-116.59905110980307,2591,906483.000000,1767.140,16.043
ReAtlas_smallhydro.2592,43.94779488432125,-116.19505990108246,2592,906457.000000,2991.461,29.199
ReAtlas_smallhydro.2593,43.93553775601604,-116.29535922274673,2593,906464.000000,2130.970,20.341
ReAtlas_smallhydro.2594,43.89472931156489,-116.62219001307338,2594,906460.000000,1089.435,9.908
ReAtlas_smallhydro.2596,43.834024022814475,-117.03286269952068,2596,904248.000000,1267.167,2.034
ReAtlas_smallhydro.2597,43.92891269429826,-116.44533606416607,2597,906452.000000,6288.844,56.824
ReAtlas_smallhydro.2598,44.07418939703579,-115.5059167422738,2598,906018.000000,1513.739,73.491
ReAtlas_smallhydro.2600,44.070951295396284,-115.53683542665306,2600,906023.000000,1430.665,68.438
ReAtlas_smallhydro.2602,44.073884540001124,-115.59258917475282,2602,906011.000000,1516.170,71.129
ReAtlas_smallhydro.2603,43.986279224735895,-116.18821532766407,2603,906431.000000,2926.528,28.675
ReAtlas_smallhydro.2605,43.91250954127631,-116.66297661834383,2605,906446.000000,1772.909,16.142
ReAtlas_smallhydro.2606,44.067724956806366,-115.66296878585862,2606,906002.000000,2116.621,54.921
ReAtlas_smallhydro.2607,44.09771191495398,-115.4697527175189,2607,906008.000000,1136.856,56.824
ReAtlas_smallhydro.2609,44.0433993118536,-115.84586899313942,2609,905990.000000,1358.916,33.629
ReAtlas_smallhydro.2610,43.86484673635056,-116.98876354579082,2610,904236.000000,2228.270,3.576
ReAtlas_smallhydro.2611,44.10628354329103,-115.44536112144809,2611,905976.000000,1236.662,64.895
ReAtlas_smallhydro.2612,43.8644056998536,-117.00859291243816,2612,904242.000000,2943.027,4.724
ReAtlas_smallhydro.2615,44.04564866860909,-115.8799431011528,2615,905972.000000,1630.040,40.256
ReAtlas_smallhydro.2616,44.06841536762547,-115.72960185561328,2616,905997.000000,3724.069,95.702
ReAtlas_smallhydro.2618,44.00159824979393,-116.1816890942655,2618,906413.000000,1051.021,10.302
ReAtlas_smallhydro.2619,43.87768931707492,-116.98433179762526,2619,904234.000000,3761.799,6.037
ReAtlas_smallhydro.2620,44.069907151455695,-115.75615549049138,2620,905968.000000,1980.146,50.623
ReAtlas_smallhydro.2623,44.08877448420761,-115.6637645202205,2623,905969.000000,1283.982,101.969
ReAtlas_smallhydro.2624,44.074593418444906,-115.78519073410439,2624,905962.000000,3293.564,82.251
ReAtlas_smallhydro.2625,44.0275047866539,-116.13685645426199,2625,906402.000000,2593.515,25.427
ReAtlas_smallhydro.2626,44.06195993684442,-115.92818642732016,2626,905946.000000,1361.534,33.563
ReAtlas_smallhydro.2627,43.90065966927696,-116.97691923507224,2627,904226.000000,1879.725,3.018
ReAtlas_smallhydro.2629,44.042915836802436,-116.13149540473975,2629,906389.000000,2092.123,20.538
ReAtlas_smallhydro.2630,44.11931499922469,-115.65812302149837,2630,905943.000000,1752.464,140.846
ReAtlas_smallhydro.2631,44.12507565350147,-115.64905293066332,2631,905923.000000,1399.094,116.437
ReAtlas_smallhydro.2632,43.96177906392945,-116.75693683036181,2632,906378.000000,1325.609,12.205
ReAtlas_smallhydro.2633,43.93012066570644,-116.9600014884532,2633,904211.000000,3943.764,6.332
ReAtlas_smallhydro.2634,44.08462564651871,-115.97796754734625,2634,905931.000000,1461.903,35.597
ReAtlas_smallhydro.2637,44.088011220192605,-116.0277912163368,2637,906352.000000,1604.923,30.085
ReAtlas_smallhydro.2638,44.074058271619215,-116.12047757195813,2638,906370.000000,2679.313,26.378
ReAtlas_smallhydro.2640,44.096179038898,-116.00678249211856,2640,906348.000000,1081.618,20.341
ReAtlas_smallhydro.2641,44.14792266641704,-115.66536339040692,2641,905909.000000,1126.787,96.293
ReAtlas_smallhydro.2642,43.980133859404006,-116.78184224856119,2642,906359.000000,1370.569,12.664
ReAtlas_smallhydro.2643,44.08695251143628,-116.11358448950389,2643,906806.000000,1231.585,25.919
ReAtlas_smallhydro.2644,44.089924221234924,-116.10678713386625,2644,906804.000000,6948.157,146.293
ReAtlas_smallhydro.2645,43.95680680586622,-116.9671927288964,2645,904205.000000,1982.551,3.182
ReAtlas_smallhydro.2646,44.10161936384213,-116.08261137248715,2646,906347.000000,2758.009,51.148
ReAtlas_smallhydro.2647,43.97651668689913,-116.95605317836984,2647,904200.000000,1982.741,3.182
ReAtlas_smallhydro.2649,43.999584473041736,-116.94287940611645,2649,904197.000000,4129.008,6.627
ReAtlas_smallhydro.2651,44.15594187243477,-116.11776380315726,2651,906800.000000,3016.494,64.108
ReAtlas_smallhydro.2652,44.02754592127035,-116.93699880416676,2652,904195.000000,2718.506,4.364
ReAtlas_smallhydro.2656,44.182932775688464,-116.11586727506344,2656,906798.000000,10308.368,220.374
ReAtlas_smallhydro.2660,44.055921191770445,-116.9732100982325,2660,904193.000000,2534.974,4.068
ReAtlas_smallhydro.2662,44.0744900630789,-116.9451367150997,2662,906256.000000,1278.338,11.811
ReAtlas_smallhydro.2663,44.242036403726644,-115.89825930982661,2663,906121.000000,1009.746,130.020
ReAtlas_smallhydro.2667,44.09195428399298,-116.95830769429708,2667,904186.000000,3270.057,5.020
ReAtlas_smallhydro.2668,44.10678646637894,-116.92943231371376,2668,904181.000000,2977.253,4.003
ReAtlas_smallhydro.2675,44.14942775841075,-116.90075656036731,2675,904164.000000,3269.309,4.396
ReAtlas_smallhydro.2684,44.313780244352074,-116.0704048491323,2684,906782.000000,2036.909,44.587
ReAtlas_smallhydro.2686,44.18685809362253,-116.92017584987516,2686,904160.000000,3562.333,4.790
ReAtlas_smallhydro.2687,44.32867108274176,-116.05944702153442,2687,906779.000000,1913.443,42.356
ReAtlas_smallhydro.2691,44.235256512294015,-116.84501356774672,2691,907294.000000,1068.074,27.953
ReAtlas_smallhydro.2692,44.24732873294774,-116.77775972863557,2692,907292.000000,1219.830,32.119
ReAtlas_smallhydro.2696,44.36727178115487,-116.05367315659922,2696,906775.000000,2379.027,52.854
ReAtlas_smallhydro.2698,44.24575504780126,-116.9949980062361,2698,895774.000000,1102.674,1.411
ReAtlas_smallhydro.2699,44.23842709414982,-117.04404854815135,2699,895773.000000,6214.300,7.940
ReAtlas_smallhydro.2703,44.289018729465276,-116.78609961684464,2703,907259.000000,1136.613,34.285
ReAtlas_smallhydro.2712,44.40254596366477,-116.7866819148854,2712,907183.000000,1614.934,49.213
ReAtlas_smallhydro.2713,44.524659182187285,-116.04726220308683,2713,906724.000000,2700.240,72.999
ReAtlas_smallhydro.2716,44.38092180172088,-117.23496353499075,2716,895703.000000,3477.719,4.364
ReAtlas_smallhydro.2891,44.35850664987496,-122.37971535313702,2891,866305.000000,1708.709,222.375
ReAtlas_smallhydro.2895,44.36897679116725,-122.39017765134787,2895,866295.000000,1412.219,160.367
ReAtlas_smallhydro.2898,44.403658670301674,-122.37655771398855,2898,866275.000000,1017.536,66.798
ReAtlas_smallhydro.2899,44.399753516458574,-122.4150486751515,2899,866269.000000,1947.124,118.996
ReAtlas_smallhydro.2900,44.39676195984207,-122.4476224571998,2900,866277.000000,1043.867,109.514
ReAtlas_smallhydro.2904,44.40116168654364,-122.58922802347158,2904,866247.000000,1991.080,61.975
ReAtlas_smallhydro.2909,44.43774388125127,-122.58432223869855,2909,866208.000000,3645.497,66.929
ReAtlas_smallhydro.2910,44.40706389519907,-122.75274979009242,2910,866216.000000,2760.082,28.412
ReAtlas_smallhydro.2912,44.59430318290059,-121.93503040082444,2912,865949.000000,1204.775,163.976
ReAtlas_smallhydro.2913,44.42622463753261,-122.76720950958529,2913,866202.000000,1586.459,16.306
ReAtlas_smallhydro.2914,44.33135891686432,-123.24550650028775,2914,865029.000000,2544.239,6.365
ReAtlas_smallhydro.2916,44.61423395132363,-121.95153022031371,2916,865940.000000,1307.846,98.425
ReAtlas_smallhydro.2917,44.35983640851426,-123.22619417087,2917,865007.000000,2418.151,6.037
ReAtlas_smallhydro.2918,44.45842578427771,-122.77281246946242,2918,866183.000000,1011.332,10.367
ReAtlas_smallhydro.2920,44.64119000698165,-121.94680340820975,2920,865931.000000,1697.383,67.782
ReAtlas_smallhydro.2922,44.476157270076996,-122.78198501820776,2922,866158.000000,1336.816,13.386
ReAtlas_smallhydro.2924,44.38479354631398,-123.23965314889654,2924,864988.000000,2419.551,6.037
ReAtlas_smallhydro.2929,44.675626043271585,-121.9733700404174,2929,865921.000000,3467.490,112.927
ReAtlas_smallhydro.2931,44.50556445371747,-122.83647059029053,2931,866136.000000,2444.235,24.278
ReAtlas_smallhydro.2932,44.43234178243675,-123.22308354321356,2932,864960.000000,1966.391,4.626
ReAtlas_smallhydro.2933,44.51693534538157,-122.86828311468352,2933,866101.000000,1392.598,13.419
ReAtlas_smallhydro.2934,44.690200431458,-122.01535869229843,2934,865905.000000,4352.142,122.178
ReAtlas_smallhydro.2936,44.449834445174844,-123.21061802229468,2936,864939.000000,1845.413,4.331
ReAtlas_smallhydro.2937,44.66691204487716,-122.16251470429327,2937,865901.000000,1339.078,147.671
ReAtlas_smallhydro.2942,44.53873119910891,-122.88900122350967,2942,866088.000000,1117.851,10.761
ReAtlas_smallhydro.2943,44.7030796219857,-122.09098140303763,2943,865894.000000,3562.807,91.470
ReAtlas_smallhydro.2945,44.594372109050894,-122.66375907207134,2945,866084.000000,1077.690,104.757
ReAtlas_smallhydro.2946,44.70748395506587,-122.10533938274392,2946,865889.000000,1359.014,32.448
ReAtlas_smallhydro.2948,44.48332396123271,-123.22091506049227,2948,864933.000000,2097.796,4.921
ReAtlas_smallhydro.2957,44.58607423839903,-122.88114432010872,2957,866065.000000,1696.136,16.306
ReAtlas_smallhydro.2960,44.7577387495466,-122.11858978979762,2960,865858.000000,1495.563,79.134
ReAtlas_smallhydro.2961,44.781987732035645,-122.02801971107525,2961,865846.000000,1155.474,93.996
ReAtlas_smallhydro.2963,44.776291409419244,-122.06639222765375,2963,865840.000000,1334.395,101.739
ReAtlas_smallhydro.2965,44.71154707893808,-122.42714331446174,2965,865852.000000,1007.695,356.332
ReAtlas_smallhydro.2966,44.544045214967554,-123.24328559506199,2966,864879.000000,2510.049,5.873
ReAtlas_smallhydro.2967,44.62096748327947,-122.91316430237,2967,866043.000000,1825.593,17.421
ReAtlas_smallhydro.2973,44.753163933006284,-122.28916566238019,2973,865828.000000,10797.116,119.423
ReAtlas_smallhydro.2977,44.75688196869391,-122.34432511611874,2977,865822.000000,3219.557,34.580
ReAtlas_smallhydro.2978,44.58615986874462,-123.18968688663915,2978,864845.000000,1165.135,2.493
ReAtlas_smallhydro.2979,44.75678567394415,-122.36559991546832,2979,865821.000000,1575.706,16.765
ReAtlas_smallhydro.2980,44.5748960058798,-123.25014931365672,2980,864856.000000,1729.181,3.707
ReAtlas_smallhydro.2981,44.64200796879348,-122.93756728490209,2981,866014.000000,1551.880,14.797
ReAtlas_smallhydro.2982,44.75461543621383,-122.39156930742132,2982,865817.000000,3480.076,36.778
ReAtlas_smallhydro.2983,44.75525594777099,-122.4368284999324,2983,865814.000000,6124.076,63.353
ReAtlas_smallhydro.2985,44.60398918892584,-123.19706242765517,2985,864844.000000,1503.036,3.215
ReAtlas_smallhydro.2986,44.75344012300168,-122.47478754391193,2986,865811.000000,3656.359,36.024
ReAtlas_smallhydro.2988,44.75716073596476,-122.52130150913345,2988,865808.000000,3925.398,38.123
ReAtlas_smallhydro.2989,44.67124345977067,-122.94678894563367,2989,866003.000000,1007.274,9.580
ReAtlas_smallhydro.2991,44.64114318807467,-123.09711085844017,2991,864826.000000,1106.536,2.231
ReAtlas_smallhydro.2992,44.633478911547996,-123.17016732659835,2992,864831.000000,1104.908,2.362
ReAtlas_smallhydro.2993,44.637427961164775,-123.15126224074268,2993,864822.000000,2772.697,5.906
ReAtlas_smallhydro.2994,44.76971171336624,-122.56705404153513,2994,865801.000000,2220.312,21.391
ReAtlas_smallhydro.2996,44.80244759345001,-122.44042124092775,2996,865794.000000,1122.232,55.512
ReAtlas_smallhydro.2997,44.777131906405145,-122.58704426371833,2997,865798.000000,3433.360,32.841
ReAtlas_smallhydro.2998,44.67603310054878,-123.09807142785121,2998,864811.000000,2466.019,4.954
ReAtlas_smallhydro.2999,44.79605606761258,-122.5299005279652,2999,865791.000000,1695.142,71.949
ReAtlas_smallhydro.3003,44.70415823419419,-123.01679944511275,3003,865786.000000,1321.859,4.823
ReAtlas_smallhydro.3004,44.71962977729168,-122.95162875404628,3004,865779.000000,2297.583,17.060
ReAtlas_smallhydro.3005,44.782347425736795,-122.6480342634703,3005,865767.000000,2949.884,22.408
ReAtlas_smallhydro.3006,44.789008882941815,-122.62228269763128,3006,865773.000000,1788.169,13.747
ReAtlas_smallhydro.3007,44.72628610845266,-122.93301919302078,3007,865770.000000,2870.384,21.325
ReAtlas_smallhydro.3009,44.78016067994645,-122.71354319093487,3009,865766.000000,4055.746,30.610
ReAtlas_smallhydro.3010,44.69550826657091,-123.12587082788835,3010,864795.000000,1879.308,3.773
ReAtlas_smallhydro.3012,44.749685062519895,-122.88767031369576,3012,865756.000000,3049.408,22.671
ReAtlas_smallhydro.3013,44.72091928701862,-123.034764799953,3013,865768.000000,1871.201,6.824
ReAtlas_smallhydro.3015,44.78925010276134,-122.73898535967675,3015,865748.000000,2918.319,21.949
ReAtlas_smallhydro.3016,44.77349297432821,-122.8238810021212,3016,865751.000000,3764.897,28.150
ReAtlas_smallhydro.3018,44.73841589762018,-123.04513463144684,3018,865752.000000,1619.309,5.906
ReAtlas_smallhydro.3019,44.79426216007393,-122.7801715046107,3019,865746.000000,4157.680,31.135
ReAtlas_smallhydro.3022,44.745080611788374,-123.08466043672931,3022,865741.000000,2244.324,8.169
ReAtlas_smallhydro.3024,44.750536566795326,-123.13398440807202,3024,865738.000000,2001.453,7.283
ReAtlas_smallhydro.3026,44.96900804896655,-122.11650978770794,3026,867497.000000,1188.017,92.749
ReAtlas_smallhydro.3027,44.979114911076806,-122.08690122307803,3027,867496.000000,1193.424,82.776
ReAtlas_smallhydro.3028,44.774457158460685,-123.13913076435196,3028,866553.000000,3687.733,4.560
ReAtlas_smallhydro.3029,45.00584930941529,-122.05954236120789,3029,867487.000000,2980.334,99.114
ReAtlas_smallhydro.3030,44.79957360009793,-123.09806329726382,3030,866534.000000,2896.476,3.576
ReAtlas_smallhydro.3033,44.93525565207038,-122.5236921420821,3033,867017.000000,1030.926,291.306
ReAtlas_smallhydro.3034,44.928928274030106,-122.56864333648969,3034,867028.000000,1126.827,252.690
ReAtlas_smallhydro.3035,44.962046905022106,-122.43156477364366,3035,867005.000000,1224.022,66.207
ReAtlas_smallhydro.3036,44.96108489923976,-122.4557285767059,3036,866999.000000,1170.220,61.385
ReAtlas_smallhydro.3037,44.825982905662855,-123.15333547382536,3037,866512.000000,6488.046,8.005
ReAtlas_smallhydro.3039,45.073215688827666,-121.95720225626795,3039,867453.000000,1491.177,98.228
ReAtlas_smallhydro.3040,44.83380338223992,-123.17915434167318,3040,866510.000000,2075.158,2.559
ReAtlas_smallhydro.3044,44.86008044946463,-123.1528048262721,3044,866498.000000,1921.009,2.362
ReAtlas_smallhydro.3045,44.85533888608392,-123.18095481209323,3045,866505.000000,1596.673,1.969
ReAtlas_smallhydro.3046,45.006221660182604,-122.47792493896199,3046,866981.000000,2151.044,94.948
ReAtlas_smallhydro.3049,44.88927731136303,-123.13398788041786,3049,866495.000000,2509.484,3.084
ReAtlas_smallhydro.3052,45.04625235483152,-122.48935924464573,3052,866969.000000,1645.335,64.698
ReAtlas_smallhydro.3053,44.92712144873462,-123.08026709286946,3053,866476.000000,2272.704,2.756
ReAtlas_smallhydro.3056,44.944064043589755,-123.04324819146217,3056,866475.000000,2192.670,2.657
ReAtlas_smallhydro.3058,45.08754165397389,-122.38626051396292,3058,866951.000000,1389.456,174.213
ReAtlas_smallhydro.3062,45.07166071735118,-122.48576020789181,3062,866954.000000,1648.005,63.386
ReAtlas_smallhydro.3064,45.094094756159,-122.38017545362291,3064,866941.000000,1078.931,335.367
ReAtlas_smallhydro.3065,45.08847803212735,-122.41639040627885,3065,866938.000000,2283.991,195.308
ReAtlas_smallhydro.3073,45.092481772569656,-122.45490579509837,3073,866934.000000,1630.444,130.413
ReAtlas_smallhydro.3077,45.09465318599223,-122.50935599744238,3077,866928.000000,1266.757,30.512
ReAtlas_smallhydro.3082,45.099980681089114,-122.52183453259607,3082,866919.000000,1155.624,27.690
ReAtlas_smallhydro.3083,44.98984568183134,-123.06495009638112,3083,866469.000000,3551.553,4.265
ReAtlas_smallhydro.3089,45.00345122226875,-123.06978524030518,3089,866444.000000,4785.447,5.741
ReAtlas_smallhydro.3090,45.11401001592822,-122.53705218522691,3090,866909.000000,1653.677,39.370
ReAtlas_smallhydro.3096,45.04915650281077,-123.06884666157373,3096,866435.000000,8015.945,9.613
ReAtlas_smallhydro.3098,45.162353494751095,-122.53522802193336,3098,866892.000000,1726.824,40.814
ReAtlas_smallhydro.3104,45.236989669346514,-122.21848779886588,3104,867366.000000,1022.896,264.436
ReAtlas_smallhydro.3113,45.26300758495089,-122.30287973032503,3113,867360.000000,14731.530,132.448
ReAtlas_smallhydro.3115,45.209326544087055,-122.5845303482553,3115,866830.000000,1035.792,24.442
ReAtlas_smallhydro.3121,45.13725450779653,-123.01507141865255,3121,866421.000000,7842.059,9.383
ReAtlas_smallhydro.3131,45.175227669080016,-123.01486781668635,3131,866413.000000,4772.879,5.709
ReAtlas_smallhydro.3147,45.2135140185016,-123.04585159816389,3147,866400.000000,4115.840,4.921
ReAtlas_smallhydro.3149,45.253262623018706,-122.86077223454981,3149,866386.000000,3958.960,4.298
ReAtlas_smallhydro.3164,45.25646475576054,-123.00110850348094,3164,866356.000000,4240.958,4.626
ReAtlas_smallhydro.3168,45.23841459899104,-123.12390792679895,3168,866652.000000,1037.827,13.484
ReAtlas_smallhydro.1796,45.00380005415866,-112.85423346399443,1796,367531.000000,1060.949,83.071
ReAtlas_smallhydro.1894,45.556251457326326,-112.69083871829201,1894,368603.000000,1265.337,37.894
ReAtlas_smallhydro.1902,45.670988317792066,-112.69875328760997,1902,368443.000000,1159.476,34.022
ReAtlas_smallhydro.1908,45.70551741806878,-112.74738207682242,1908,368370.000000,1511.305,45.669
ReAtlas_smallhydro.1917,45.782581024442166,-112.87465284928646,1917,368233.000000,1556.039,46.227
ReAtlas_smallhydro.1918,45.78734548833648,-112.8934977121801,1918,368215.000000,1077.378,32.021
ReAtlas_smallhydro.1970,48.166691656071556,-112.86868513861629,1970,374782.000000,1781.050,194.488
ReAtlas_smallhydro.1971,48.326825408603554,-112.9911739990417,1971,374613.000000,1000.000,83.563
ReAtlas_smallhydro.1972,48.36811414393919,-113.20593513770515,1972,374540.000000,1015.081,95.341
ReAtlas_smallhydro.1973,48.388135549548274,-113.18523460097452,1973,374539.000000,1000.000,100.558
ReAtlas_smallhydro.1974,48.41153397375794,-113.06102352235143,1974,374511.000000,1000.000,60.203
ReAtlas_smallhydro.1975,48.404193384818626,-113.14061796121993,1975,374516.000000,1000.000,101.148
ReAtlas_smallhydro.1976,48.42434491514521,-113.15010949375,1976,374492.000000,1000.000,71.555
ReAtlas_smallhydro.1977,48.430761636760195,-113.18324993313041,1977,374479.000000,1041.096,56.496
ReAtlas_smallhydro.1978,48.4595972509661,-113.21428528820991,1978,374459.000000,1643.308,81.529
ReAtlas_smallhydro.1979,48.60339993420985,-113.19220534244624,1979,374994.000000,1064.884,65.289
ReAtlas_smallhydro.1980,48.83096114479975,-113.51134489099115,1980,366205.000000,1929.330,69.751
ReAtlas_smallhydro.1981,48.844379879557216,-113.4332820591882,1981,366208.000000,2796.575,84.318
ReAtlas_smallhydro.1982,48.8560929382572,-113.41513121727345,1982,366201.000000,1778.068,24.409
ReAtlas_smallhydro.1983,48.88578723139061,-113.42410223018078,1983,366195.000000,2419.699,34.285
ReAtlas_smallhydro.1984,48.90582223039111,-113.41932360640129,1984,366187.000000,1123.540,90.518
ReAtlas_smallhydro.1985,48.91116280509755,-113.40104978905435,1985,366188.000000,1713.025,22.113
ReAtlas_smallhydro.1986,48.90985503880782,-113.4669043196931,1986,366190.000000,1122.323,138.255
ReAtlas_smallhydro.1987,48.94493793876443,-113.36629193848594,1987,366174.000000,1981.291,28.346
