FID,gid,pen_power_,pen_head_f,pen_class
ReAtlas_smallhydro.3345,3345,1353.559,94.619,Small Hydro
ReAtlas_smallhydro.3347,3347,1899.679,58.235,Small Hydro
ReAtlas_smallhydro.3357,3357,1130.385,68.209,Small Hydro
ReAtlas_smallhydro.3359,3359,1123.078,140.814,Small Hydro
ReAtlas_smallhydro.3380,3380,1797.381,182.546,Small Hydro
ReAtlas_smallhydro.3381,3381,1755.46,118.799,Small Hydro
ReAtlas_smallhydro.3384,3384,1368.094,9.58,Small Hydro
ReAtlas_smallhydro.3385,3385,1685.864,10.597,Small Hydro
ReAtlas_smallhydro.3387,3387,1145.2,161.286,Small Hydro
ReAtlas_smallhydro.3393,3393,3621.11,115.125,Small Hydro
ReAtlas_smallhydro.3394,3394,3175.341,22.835,Small Hydro
ReAtlas_smallhydro.3397,3397,7229.322,54.101,Small Hydro
ReAtlas_smallhydro.3398,3398,4718.189,34.875,Small Hydro
ReAtlas_smallhydro.3399,3399,4656.282,33.891,Small Hydro
ReAtlas_smallhydro.3400,3400,1842.687,18.077,Small Hydro
ReAtlas_smallhydro.3417,3417,4273.436,45.407,Small Hydro
ReAtlas_smallhydro.3418,3418,1203.654,13.419,Small Hydro
ReAtlas_smallhydro.3430,3430,1255.285,16.24,Small Hydro
ReAtlas_smallhydro.3431,3431,1740.509,23.622,Small Hydro
ReAtlas_smallhydro.3434,3434,1383.594,61.745,Small Hydro
ReAtlas_smallhydro.3435,3435,2187.681,130.709,Small Hydro
ReAtlas_smallhydro.3436,3436,1043.432,11.844,Small Hydro
ReAtlas_smallhydro.3449,3449,1798.266,27.428,Small Hydro
ReAtlas_smallhydro.3462,3462,1265.707,404.724,Small Hydro
ReAtlas_smallhydro.3485,3485,1894.876,200.525,Small Hydro
ReAtlas_smallhydro.3488,3488,1036.997,145.44,Small Hydro
ReAtlas_smallhydro.3489,3489,1237.904,91.109,Small Hydro
ReAtlas_smallhydro.3499,3499,1094.192,89.337,Small Hydro
ReAtlas_smallhydro.3511,3511,1162.835,156.201,Small Hydro
ReAtlas_smallhydro.3591,3591,1004.959,51.444,Small Hydro
ReAtlas_smallhydro.3639,3639,1024.46,36.778,Small Hydro
ReAtlas_smallhydro.3777,3777,1563.061,4.954,Small Hydro
ReAtlas_smallhydro.3792,3792,1208.824,16.667,Small Hydro
ReAtlas_smallhydro.3795,3795,1215.318,16.929,Small Hydro
ReAtlas_smallhydro.3818,3818,1565.486,22.343,Small Hydro
ReAtlas_smallhydro.3835,3835,1376.826,33.465,Small Hydro
ReAtlas_smallhydro.3838,3838,1899.647,27.592,Small Hydro
ReAtlas_smallhydro.3845,3845,1621.805,23.852,Small Hydro
ReAtlas_smallhydro.3848,3848,1200.184,14.469,Small Hydro
ReAtlas_smallhydro.3853,3853,2502.669,37.959,Small Hydro
ReAtlas_smallhydro.3855,3855,1859.971,30.676,Small Hydro
ReAtlas_smallhydro.3857,3857,1265.784,15.486,Small Hydro
ReAtlas_smallhydro.3862,3862,1023.407,39.961,Small Hydro
ReAtlas_smallhydro.3872,3872,1451.565,18.635,Small Hydro
ReAtlas_smallhydro.3878,3878,1329.881,55.184,Small Hydro
ReAtlas_smallhydro.3891,3891,1324.738,22.835,Small Hydro
ReAtlas_smallhydro.3903,3903,1341.382,23.917,Small Hydro
ReAtlas_smallhydro.3906,3906,1536.657,73.064,Small Hydro
ReAtlas_smallhydro.3910,3910,1336.942,18.963,Small Hydro
ReAtlas_smallhydro.3915,3915,2920.605,55.741,Small Hydro
ReAtlas_smallhydro.3916,3916,1481.223,24.639,Small Hydro
ReAtlas_smallhydro.3919,3919,2579.741,170.44,Small Hydro
ReAtlas_smallhydro.3922,3922,1086.129,29.888,Small Hydro
ReAtlas_smallhydro.3935,3935,1009.765,30.479,Small Hydro
ReAtlas_smallhydro.3970,3970,1057.939,41.503,Small Hydro
ReAtlas_smallhydro.3974,3974,1802.258,277.198,Small Hydro
ReAtlas_smallhydro.3998,3998,2006.901,8.957,Small Hydro
ReAtlas_smallhydro.4000,4000,3215.007,14.895,Small Hydro
ReAtlas_smallhydro.4001,4001,3019.336,14.862,Small Hydro
ReAtlas_smallhydro.4005,4005,2952.749,13.55,Small Hydro
ReAtlas_smallhydro.4009,4009,1851.842,8.104,Small Hydro
ReAtlas_smallhydro.4011,4011,1139.03,5.709,Small Hydro
ReAtlas_smallhydro.4013,4013,4440.535,22.31,Small Hydro
ReAtlas_smallhydro.4014,4014,3012.522,15.846,Small Hydro
ReAtlas_smallhydro.4025,4025,1540.2,906.791,Small Hydro
ReAtlas_smallhydro.4038,4038,1196.779,104.003,Small Hydro
ReAtlas_smallhydro.4045,4045,6324.356,39.009,Small Hydro
ReAtlas_smallhydro.4046,4046,3053.72,46.555,Small Hydro
ReAtlas_smallhydro.4068,4068,1590.939,26.673,Small Hydro
ReAtlas_smallhydro.4073,4073,1049.278,18.209,Small Hydro
ReAtlas_smallhydro.4075,4075,1136.648,21.194,Small Hydro
ReAtlas_smallhydro.4078,4078,1679.701,38.058,Small Hydro
ReAtlas_smallhydro.4095,4095,4692.28,26.969,Small Hydro
ReAtlas_smallhydro.4116,4116,1874.623,39.009,Small Hydro
ReAtlas_smallhydro.4120,4120,1166.536,23.064,Small Hydro
ReAtlas_smallhydro.4123,4123,1690.26,29.954,Small Hydro
ReAtlas_smallhydro.4128,4128,1190.184,20.308,Small Hydro
ReAtlas_smallhydro.4132,4132,1727.554,15.42,Small Hydro
ReAtlas_smallhydro.4133,4133,1252.796,20.472,Small Hydro
ReAtlas_smallhydro.4134,4134,1067.639,9.022,Small Hydro
ReAtlas_smallhydro.4135,4135,2720.096,38.78,Small Hydro
ReAtlas_smallhydro.4136,4136,1985.09,40.157,Small Hydro
ReAtlas_smallhydro.4137,4137,1883.306,39.665,Small Hydro
ReAtlas_smallhydro.4138,4138,1510.664,52.526,Small Hydro
ReAtlas_smallhydro.4144,4144,1154.088,17.552,Small Hydro
ReAtlas_smallhydro.4145,4145,3074.956,69.718,Small Hydro
ReAtlas_smallhydro.4146,4146,2003.129,32.087,Small Hydro
ReAtlas_smallhydro.4148,4148,2260.184,258.858,Small Hydro
ReAtlas_smallhydro.4149,4149,2099.459,45.538,Small Hydro
ReAtlas_smallhydro.4152,4152,2047.073,40.879,Small Hydro
ReAtlas_smallhydro.4154,4154,2043.304,35.597,Small Hydro
ReAtlas_smallhydro.4155,4155,2199.662,43.241,Small Hydro
ReAtlas_smallhydro.2769,2769,9488.121,126.739,Small Hydro
ReAtlas_smallhydro.2772,2772,2427.438,32.448,Small Hydro
ReAtlas_smallhydro.2784,2784,9833.427,131.562,Small Hydro
ReAtlas_smallhydro.2792,2792,1795.391,23.163,Small Hydro
ReAtlas_smallhydro.2801,2801,6995.803,90.42,Small Hydro
ReAtlas_smallhydro.2802,2802,1604.201,20.801,Small Hydro
ReAtlas_smallhydro.2804,2804,2720.507,35.367,Small Hydro
ReAtlas_smallhydro.2811,2811,3117.521,40.584,Small Hydro
ReAtlas_smallhydro.2813,2813,4602.577,60.039,Small Hydro
ReAtlas_smallhydro.2845,2845,2115.592,64.337,Small Hydro
ReAtlas_smallhydro.2854,2854,1630.564,57.579,Small Hydro
ReAtlas_smallhydro.2855,2855,1013.83,89.501,Small Hydro
ReAtlas_smallhydro.2860,2860,1129.974,24.573,Small Hydro
ReAtlas_smallhydro.2861,2861,1173.703,107.152,Small Hydro
ReAtlas_smallhydro.2863,2863,1165.792,25.623,Small Hydro
ReAtlas_smallhydro.2864,2864,1106.45,24.311,Small Hydro
ReAtlas_smallhydro.2870,2870,1719.519,39.928,Small Hydro
ReAtlas_smallhydro.2877,2877,1009.579,13.484,Small Hydro
ReAtlas_smallhydro.2881,2881,2312.714,56.562,Small Hydro
ReAtlas_smallhydro.2885,2885,1386.732,18.209,Small Hydro
ReAtlas_smallhydro.2887,2887,1913.195,25.131,Small Hydro
ReAtlas_smallhydro.2893,2893,1768.855,68.766,Small Hydro
ReAtlas_smallhydro.2938,2938,1662.549,83.727,Small Hydro
ReAtlas_smallhydro.2949,2949,1936.11,97.835,Small Hydro
ReAtlas_smallhydro.2950,2950,1226.566,71.621,Small Hydro
ReAtlas_smallhydro.2954,2954,1052.027,147.08,Small Hydro
ReAtlas_smallhydro.3152,3152,6860.353,1.181,Small Hydro
ReAtlas_smallhydro.3165,3165,1671.39,0.295,Small Hydro
ReAtlas_smallhydro.2771,2771,1204.138,89.961,Small Hydro
ReAtlas_smallhydro.2775,2775,1071.723,150.623,Small Hydro
ReAtlas_smallhydro.2776,2776,1082.696,81.988,Small Hydro
ReAtlas_smallhydro.2777,2777,1174.169,182.907,Small Hydro
ReAtlas_smallhydro.2780,2780,2309.256,114.272,Small Hydro
ReAtlas_smallhydro.2782,2782,1478.513,70.702,Small Hydro
ReAtlas_smallhydro.2783,2783,1034.027,49.803,Small Hydro
ReAtlas_smallhydro.2785,2785,1089.461,514.534,Small Hydro
ReAtlas_smallhydro.2789,2789,1588.398,120.079,Small Hydro
ReAtlas_smallhydro.2791,2791,1364.92,678.15,Small Hydro
ReAtlas_smallhydro.2794,2794,7713.843,101.148,Small Hydro
ReAtlas_smallhydro.2796,2796,1068.595,13.976,Small Hydro
ReAtlas_smallhydro.2797,2797,1445.187,457.743,Small Hydro
ReAtlas_smallhydro.2798,2798,1684.65,151.115,Small Hydro
ReAtlas_smallhydro.2800,2800,5761.246,72.31,Small Hydro
ReAtlas_smallhydro.2805,2805,2809.518,34.941,Small Hydro
ReAtlas_smallhydro.2806,2806,1488.83,18.504,Small Hydro
ReAtlas_smallhydro.2808,2808,1053.698,332.94,Small Hydro
ReAtlas_smallhydro.2809,2809,5964.338,74.114,Small Hydro
ReAtlas_smallhydro.2810,2810,1095.482,426.87,Small Hydro
ReAtlas_smallhydro.2816,2816,1723.761,449.114,Small Hydro
ReAtlas_smallhydro.2819,2819,1267.681,78.478,Small Hydro
ReAtlas_smallhydro.2825,2825,2029.147,109.711,Small Hydro
ReAtlas_smallhydro.2851,2851,2514.14,126.28,Small Hydro
ReAtlas_smallhydro.2856,2856,1915.151,92.979,Small Hydro
ReAtlas_smallhydro.2859,2859,1792.037,86.844,Small Hydro
ReAtlas_smallhydro.2862,2862,1305.068,692.126,Small Hydro
ReAtlas_smallhydro.2865,2865,2378.248,112.959,Small Hydro
ReAtlas_smallhydro.2871,2871,15724.873,36.22,Small Hydro
ReAtlas_smallhydro.2873,2873,10450.067,23.885,Small Hydro
ReAtlas_smallhydro.2874,2874,13545.358,31.07,Small Hydro
ReAtlas_smallhydro.2875,2875,1521.082,3.478,Small Hydro
ReAtlas_smallhydro.2876,2876,1382.919,49.902,Small Hydro
ReAtlas_smallhydro.2878,2878,2793.238,6.398,Small Hydro
ReAtlas_smallhydro.2880,2880,9315.628,21.227,Small Hydro
ReAtlas_smallhydro.2882,2882,1986.638,71.686,Small Hydro
ReAtlas_smallhydro.2883,2883,3413.591,7.776,Small Hydro
ReAtlas_smallhydro.2886,2886,1096.186,38.976,Small Hydro
ReAtlas_smallhydro.2888,2888,5874.759,13.386,Small Hydro
ReAtlas_smallhydro.2892,2892,5931.186,12.697,Small Hydro
ReAtlas_smallhydro.2896,2896,10403.384,22.244,Small Hydro
ReAtlas_smallhydro.2901,2901,1180.167,163.287,Small Hydro
ReAtlas_smallhydro.2903,2903,20615.987,44.029,Small Hydro
ReAtlas_smallhydro.2905,2905,1536.68,3.281,Small Hydro
ReAtlas_smallhydro.2907,2907,3305.023,7.054,Small Hydro
ReAtlas_smallhydro.2911,2911,2337.546,4.987,Small Hydro
ReAtlas_smallhydro.2919,2919,1249.209,189.304,Small Hydro
ReAtlas_smallhydro.2923,2923,16361.479,34.81,Small Hydro
ReAtlas_smallhydro.2925,2925,1293.642,151.936,Small Hydro
ReAtlas_smallhydro.2926,2926,9036.236,18.963,Small Hydro
ReAtlas_smallhydro.2927,2927,1094.818,2.297,Small Hydro
ReAtlas_smallhydro.2928,2928,3284.299,6.89,Small Hydro
ReAtlas_smallhydro.2930,2930,2080.285,4.364,Small Hydro
ReAtlas_smallhydro.2935,2935,5568.892,11.68,Small Hydro
ReAtlas_smallhydro.2939,2939,1745.802,80.02,Small Hydro
ReAtlas_smallhydro.2940,2940,6508.329,13.615,Small Hydro
ReAtlas_smallhydro.2941,2941,1032.517,47.867,Small Hydro
ReAtlas_smallhydro.2944,2944,5661.994,11.844,Small Hydro
ReAtlas_smallhydro.2955,2955,2008.614,4.199,Small Hydro
ReAtlas_smallhydro.2959,2959,1200.537,30.61,Small Hydro
ReAtlas_smallhydro.2964,2964,1071.022,42.782,Small Hydro
ReAtlas_smallhydro.2969,2969,3086.538,77.559,Small Hydro
ReAtlas_smallhydro.2974,2974,1132.674,45.177,Small Hydro
ReAtlas_smallhydro.2976,2976,1559.273,39.042,Small Hydro
ReAtlas_smallhydro.2990,2990,4328.306,107.349,Small Hydro
ReAtlas_smallhydro.2995,2995,1806.397,44.619,Small Hydro
ReAtlas_smallhydro.3001,3001,1658.393,43.241,Small Hydro
ReAtlas_smallhydro.3002,3002,2687.303,66.207,Small Hydro
ReAtlas_smallhydro.3008,3008,1558.487,40.322,Small Hydro
ReAtlas_smallhydro.3011,3011,1951.228,47.835,Small Hydro
ReAtlas_smallhydro.3017,3017,1293.088,32.677,Small Hydro
ReAtlas_smallhydro.3020,3020,1351.117,33.038,Small Hydro
ReAtlas_smallhydro.3023,3023,1308.927,31.562,Small Hydro
ReAtlas_smallhydro.3025,3025,1709.878,41.207,Small Hydro
ReAtlas_smallhydro.3031,3031,1060.775,511.844,Small Hydro
ReAtlas_smallhydro.3032,3032,1136.653,26.903,Small Hydro
ReAtlas_smallhydro.3038,3038,11600.399,23.819,Small Hydro
ReAtlas_smallhydro.3042,3042,1873.902,42.257,Small Hydro
ReAtlas_smallhydro.3054,3054,1162.077,402.362,Small Hydro
ReAtlas_smallhydro.3057,3057,1475.51,12.631,Small Hydro
ReAtlas_smallhydro.3060,3060,3049.369,26.083,Small Hydro
ReAtlas_smallhydro.3063,3063,3597.644,30.774,Small Hydro
ReAtlas_smallhydro.3066,3066,2911.284,24.902,Small Hydro
ReAtlas_smallhydro.3067,3067,2573.744,22.014,Small Hydro
ReAtlas_smallhydro.3068,3068,3287.952,26.936,Small Hydro
ReAtlas_smallhydro.3069,3069,2590.957,21.227,Small Hydro
ReAtlas_smallhydro.3070,3070,5724.013,18.832,Small Hydro
ReAtlas_smallhydro.3071,3071,4435.403,38.222,Small Hydro
ReAtlas_smallhydro.3075,3075,2494.958,21.358,Small Hydro
ReAtlas_smallhydro.3076,3076,2275.976,19.554,Small Hydro
ReAtlas_smallhydro.3078,3078,3686.537,31.693,Small Hydro
ReAtlas_smallhydro.3084,3084,1014.962,78.642,Small Hydro
ReAtlas_smallhydro.3085,3085,1171.316,81.496,Small Hydro
ReAtlas_smallhydro.3088,3088,1093.142,124.77,Small Hydro
ReAtlas_smallhydro.3091,3091,7967.762,26.148,Small Hydro
ReAtlas_smallhydro.3092,3092,1583.197,107.251,Small Hydro
ReAtlas_smallhydro.3093,3093,1225.866,79.692,Small Hydro
ReAtlas_smallhydro.3097,3097,5611.037,18.406,Small Hydro
ReAtlas_smallhydro.3102,3102,1996.833,126.608,Small Hydro
ReAtlas_smallhydro.3111,3111,7219.92,23.688,Small Hydro
ReAtlas_smallhydro.3112,3112,5513.681,3.871,Small Hydro
ReAtlas_smallhydro.3125,3125,1227.123,416.273,Small Hydro
ReAtlas_smallhydro.3128,3128,3250.453,10.105,Small Hydro
ReAtlas_smallhydro.3129,3129,30000,30.348,Small Hydro
ReAtlas_smallhydro.3133,3133,12128.698,37.697,Small Hydro
ReAtlas_smallhydro.3145,3145,1168.165,0.82,Small Hydro
ReAtlas_smallhydro.3151,3151,1106.997,186.581,Small Hydro
ReAtlas_smallhydro.3154,3154,1061.413,116.568,Small Hydro
ReAtlas_smallhydro.3160,3160,1191.812,174.278,Small Hydro
ReAtlas_smallhydro.3162,3162,1242.293,156.201,Small Hydro
ReAtlas_smallhydro.3167,3167,14019.233,9.843,Small Hydro
ReAtlas_smallhydro.3171,3171,2169.012,232.48,Small Hydro
ReAtlas_smallhydro.3179,3179,1037.512,93.57,Small Hydro
ReAtlas_smallhydro.3193,3193,23313.83,42.06,Small Hydro
ReAtlas_smallhydro.3194,3194,3182.121,5.741,Small Hydro
ReAtlas_smallhydro.3195,3195,8023.926,14.469,Small Hydro
ReAtlas_smallhydro.3203,3203,26819.557,48.36,Small Hydro
ReAtlas_smallhydro.3204,3204,5614.496,9.843,Small Hydro
ReAtlas_smallhydro.3210,3210,11045.464,19.915,Small Hydro
ReAtlas_smallhydro.3216,3216,1373.967,69.587,Small Hydro
ReAtlas_smallhydro.3218,3218,8166.729,14.731,Small Hydro
ReAtlas_smallhydro.3222,3222,1867.818,363.911,Small Hydro
ReAtlas_smallhydro.3225,3225,8267.48,14.895,Small Hydro
ReAtlas_smallhydro.3234,3234,1080.86,57.349,Small Hydro
ReAtlas_smallhydro.3244,3244,1012.125,56.791,Small Hydro
ReAtlas_smallhydro.3262,3262,6940.776,2.92,Small Hydro
ReAtlas_smallhydro.3263,3263,1222.362,114.009,Small Hydro
ReAtlas_smallhydro.3274,3274,1692.476,476.214,Small Hydro
ReAtlas_smallhydro.3289,3289,1137.427,118.307,Small Hydro
ReAtlas_smallhydro.3297,3297,3821.964,1.608,Small Hydro
ReAtlas_smallhydro.3309,3309,1038.245,111.909,Small Hydro
ReAtlas_smallhydro.3337,3337,2963.832,1.247,Small Hydro
ReAtlas_smallhydro.3349,3349,15541.645,6.43,Small Hydro
ReAtlas_smallhydro.3355,3355,1234.924,31.266,Small Hydro
ReAtlas_smallhydro.3367,3367,10337.075,262.566,Small Hydro
ReAtlas_smallhydro.3386,3386,2015.405,51.28,Small Hydro
ReAtlas_smallhydro.3443,3443,1473.994,68.406,Small Hydro
ReAtlas_smallhydro.3453,3453,1069.573,52.231,Small Hydro
ReAtlas_smallhydro.3461,3461,1993.753,98.622,Small Hydro
ReAtlas_smallhydro.3467,3467,1024.451,46.621,Small Hydro
ReAtlas_smallhydro.3551,3551,2163.861,34.908,Small Hydro
ReAtlas_smallhydro.3552,3552,1344.635,16.47,Small Hydro
ReAtlas_smallhydro.3559,3559,1246.523,30.643,Small Hydro
ReAtlas_smallhydro.3572,3572,1411.846,42.159,Small Hydro
ReAtlas_smallhydro.3573,3573,1428.37,32.972,Small Hydro
ReAtlas_smallhydro.3574,3574,6064.35,6.988,Small Hydro
ReAtlas_smallhydro.3579,3579,1221.284,27.034,Small Hydro
ReAtlas_smallhydro.3588,3588,4814.317,5.545,Small Hydro
ReAtlas_smallhydro.3608,3608,1163.608,1.312,Small Hydro
ReAtlas_smallhydro.3609,3609,2648.66,2.986,Small Hydro
ReAtlas_smallhydro.3613,3613,1964.246,9.219,Small Hydro
ReAtlas_smallhydro.3614,3614,7256.446,34.088,Small Hydro
ReAtlas_smallhydro.3616,3616,9016.751,42.388,Small Hydro
ReAtlas_smallhydro.3617,3617,6747.083,30.709,Small Hydro
ReAtlas_smallhydro.3618,3618,5679.459,25.853,Small Hydro
ReAtlas_smallhydro.3623,3623,30000,143.766,Small Hydro
ReAtlas_smallhydro.3624,3624,3018.683,13.747,Small Hydro
ReAtlas_smallhydro.3625,3625,7473.606,34.022,Small Hydro
ReAtlas_smallhydro.3627,3627,5801.259,26.148,Small Hydro
ReAtlas_smallhydro.3632,3632,3718.501,16.765,Small Hydro
ReAtlas_smallhydro.3638,3638,4953.9,22.343,Small Hydro
ReAtlas_smallhydro.3643,3643,2507.595,2.789,Small Hydro
ReAtlas_smallhydro.3654,3654,4465.458,20.144,Small Hydro
ReAtlas_smallhydro.3662,3662,12491.938,56.496,Small Hydro
ReAtlas_smallhydro.3668,3668,1810.893,1.969,Small Hydro
ReAtlas_smallhydro.3684,3684,1638.314,1.772,Small Hydro
ReAtlas_smallhydro.3704,3704,6106.661,6.562,Small Hydro
ReAtlas_smallhydro.3707,3707,1020.133,4.232,Small Hydro
ReAtlas_smallhydro.3719,3719,1085.758,65.814,Small Hydro
ReAtlas_smallhydro.3734,3734,1982.883,121.85,Small Hydro
ReAtlas_smallhydro.3735,3735,1275.202,81.627,Small Hydro
ReAtlas_smallhydro.3742,3742,1558.599,133.793,Small Hydro
ReAtlas_smallhydro.3762,3762,1390.543,138.386,Small Hydro
ReAtlas_smallhydro.3763,3763,7011.763,20.833,Small Hydro
ReAtlas_smallhydro.3779,3779,3632.431,3.445,Small Hydro
ReAtlas_smallhydro.3780,3780,1500.43,198.95,Small Hydro
ReAtlas_smallhydro.3784,3784,5597.139,16.601,Small Hydro
ReAtlas_smallhydro.3789,3789,1250.033,282.71,Small Hydro
ReAtlas_smallhydro.3790,3790,4063.978,4.134,Small Hydro
ReAtlas_smallhydro.3791,3791,1852.282,5.282,Small Hydro
ReAtlas_smallhydro.3797,3797,2736.715,7.776,Small Hydro
ReAtlas_smallhydro.3800,3800,2627.002,44.423,Small Hydro
ReAtlas_smallhydro.3803,3803,1800.147,30.479,Small Hydro
ReAtlas_smallhydro.3804,3804,1565.202,4.396,Small Hydro
ReAtlas_smallhydro.3813,3813,3259.937,9.088,Small Hydro
ReAtlas_smallhydro.3816,3816,4144.148,11.549,Small Hydro
ReAtlas_smallhydro.3819,3819,1014.115,17.388,Small Hydro
ReAtlas_smallhydro.3820,3820,6544.216,18.176,Small Hydro
ReAtlas_smallhydro.3821,3821,26508.976,73.655,Small Hydro
ReAtlas_smallhydro.3823,3823,1396.829,183.038,Small Hydro
ReAtlas_smallhydro.3827,3827,1129.742,153.609,Small Hydro
ReAtlas_smallhydro.3829,3829,1675.721,216.601,Small Hydro
ReAtlas_smallhydro.3832,3832,1639.782,216.995,Small Hydro
ReAtlas_smallhydro.3833,3833,12440.18,34.285,Small Hydro
ReAtlas_smallhydro.3863,3863,1032.584,20.177,Small Hydro
ReAtlas_smallhydro.3865,3865,5699.586,15.026,Small Hydro
ReAtlas_smallhydro.3866,3866,1462.81,51.411,Small Hydro
ReAtlas_smallhydro.3867,3867,2399.455,84.285,Small Hydro
ReAtlas_smallhydro.3870,3870,1276.396,26.706,Small Hydro
ReAtlas_smallhydro.3889,3889,1994.252,41.831,Small Hydro
ReAtlas_smallhydro.3890,3890,5733.753,13.976,Small Hydro
ReAtlas_smallhydro.3893,3893,6089.939,223.064,Small Hydro
ReAtlas_smallhydro.3896,3896,1422.794,30.118,Small Hydro
ReAtlas_smallhydro.3911,3911,1792.514,505.446,Small Hydro
ReAtlas_smallhydro.3920,3920,9617.451,23.228,Small Hydro
ReAtlas_smallhydro.3952,3952,7471.997,17.979,Small Hydro
ReAtlas_smallhydro.3959,3959,1764.221,4.068,Small Hydro
ReAtlas_smallhydro.3960,3960,1146.373,2.756,Small Hydro
ReAtlas_smallhydro.3962,3962,1337.844,3.215,Small Hydro
ReAtlas_smallhydro.3968,3968,4121.607,234.318,Small Hydro
ReAtlas_smallhydro.3969,3969,1179.415,412.664,Small Hydro
ReAtlas_smallhydro.3995,3995,1215.459,70.144,Small Hydro
ReAtlas_smallhydro.4020,4020,1297.863,760.794,Small Hydro
ReAtlas_smallhydro.4031,4031,1276.185,870.21,Small Hydro
ReAtlas_smallhydro.4050,4050,4569.197,400.197,Small Hydro
ReAtlas_smallhydro.4052,4052,3968.502,516.47,Small Hydro
ReAtlas_smallhydro.4054,4054,1140.919,133.53,Small Hydro
ReAtlas_smallhydro.4059,4059,1872.762,130.709,Small Hydro
ReAtlas_smallhydro.4063,4063,3684.551,240.814,Small Hydro
ReAtlas_smallhydro.4067,4067,2143.947,362.73,Small Hydro
ReAtlas_smallhydro.4069,4069,10874.751,23.917,Small Hydro
ReAtlas_smallhydro.4070,4070,2146.106,382.972,Small Hydro
ReAtlas_smallhydro.4071,4071,1480.454,242.487,Small Hydro
ReAtlas_smallhydro.4077,4077,3064.884,694.291,Small Hydro
ReAtlas_smallhydro.4083,4083,1000.6,393.34,Small Hydro
ReAtlas_smallhydro.4087,4087,1028.714,365.682,Small Hydro
ReAtlas_smallhydro.4089,4089,2334.946,285.531,Small Hydro
ReAtlas_smallhydro.4094,4094,1916.792,359.318,Small Hydro
ReAtlas_smallhydro.4098,4098,30000,314.797,Small Hydro
ReAtlas_smallhydro.3103,3103,1149.175,350.689,Small Hydro
ReAtlas_smallhydro.3106,3106,1309.41,226.115,Small Hydro
ReAtlas_smallhydro.3110,3110,1128.751,181.988,Small Hydro
ReAtlas_smallhydro.3116,3116,1869.863,135.827,Small Hydro
ReAtlas_smallhydro.3117,3117,1035.367,105.315,Small Hydro
ReAtlas_smallhydro.3119,3119,1255.311,75.919,Small Hydro
ReAtlas_smallhydro.3123,3123,3245.937,276.509,Small Hydro
ReAtlas_smallhydro.3130,3130,2095.935,157.644,Small Hydro
ReAtlas_smallhydro.3132,3132,1429.549,104.068,Small Hydro
ReAtlas_smallhydro.3136,3136,1431.763,122.671,Small Hydro
ReAtlas_smallhydro.3137,3137,2990.773,55.052,Small Hydro
ReAtlas_smallhydro.3138,3138,2976.231,183.399,Small Hydro
ReAtlas_smallhydro.3139,3139,2202.211,39.829,Small Hydro
ReAtlas_smallhydro.3142,3142,2296.414,319.718,Small Hydro
ReAtlas_smallhydro.3148,3148,5239.658,91.175,Small Hydro
ReAtlas_smallhydro.3150,3150,2324.907,20.702,Small Hydro
ReAtlas_smallhydro.3153,3153,3810.876,65.059,Small Hydro
ReAtlas_smallhydro.3159,3159,2329.781,289.665,Small Hydro
ReAtlas_smallhydro.3161,3161,1519.899,184.843,Small Hydro
ReAtlas_smallhydro.3163,3163,2425.375,19.488,Small Hydro
ReAtlas_smallhydro.3169,3169,2829.881,163.878,Small Hydro
ReAtlas_smallhydro.3170,3170,2711.83,21.752,Small Hydro
ReAtlas_smallhydro.3173,3173,1179.429,9.219,Small Hydro
ReAtlas_smallhydro.3175,3175,2107.837,217.717,Small Hydro
ReAtlas_smallhydro.3176,3176,1494.011,559.35,Small Hydro
ReAtlas_smallhydro.3178,3178,3042.015,23.753,Small Hydro
ReAtlas_smallhydro.3180,3180,1205.575,167.323,Small Hydro
ReAtlas_smallhydro.3181,3181,1079.924,207.382,Small Hydro
ReAtlas_smallhydro.3182,3182,1999.178,15.584,Small Hydro
ReAtlas_smallhydro.3183,3183,2553.325,147.671,Small Hydro
ReAtlas_smallhydro.3184,3184,2798.083,247.507,Small Hydro
ReAtlas_smallhydro.3185,3185,2018.425,14.928,Small Hydro
ReAtlas_smallhydro.3187,3187,2560.158,160.499,Small Hydro
ReAtlas_smallhydro.3188,3188,1915.776,206.496,Small Hydro
ReAtlas_smallhydro.3189,3189,1163.042,658.694,Small Hydro
ReAtlas_smallhydro.3190,3190,1013.695,879.692,Small Hydro
ReAtlas_smallhydro.3192,3192,2192.905,124.245,Small Hydro
ReAtlas_smallhydro.3196,3196,2208.826,106.234,Small Hydro
ReAtlas_smallhydro.3197,3197,3640.024,137.861,Small Hydro
ReAtlas_smallhydro.3202,3202,3510.811,73.688,Small Hydro
ReAtlas_smallhydro.3211,3211,4082.987,85.63,Small Hydro
ReAtlas_smallhydro.3215,3215,5125.567,106.824,Small Hydro
ReAtlas_smallhydro.3223,3223,1526.071,1158.793,Small Hydro
