FID,gid,pen_power_,pen_head_f,pen_class
ReAtlas_smallhydro.1968,1968,1434.408,11.581,Small Hydro
ReAtlas_smallhydro.1969,1969,1823.513,14.731,Small Hydro
ReAtlas_smallhydro.2487,2487,2707.109,76.739,Small Hydro
ReAtlas_smallhydro.2488,2488,1708.214,43.373,Small Hydro
ReAtlas_smallhydro.2489,2489,1638.408,41.831,Small Hydro
ReAtlas_smallhydro.2490,2490,3252.239,81.923,Small Hydro
ReAtlas_smallhydro.2492,2492,1330.477,24.77,Small Hydro
ReAtlas_smallhydro.2494,2494,1164.337,21.686,Small Hydro
ReAtlas_smallhydro.2495,2495,1158.726,21.949,Small Hydro
ReAtlas_smallhydro.2496,2496,1194.889,22.605,Small Hydro
ReAtlas_smallhydro.2499,2499,1003.223,25.328,Small Hydro
ReAtlas_smallhydro.2502,2502,2193.491,285.466,Small Hydro
ReAtlas_smallhydro.2503,2503,1067.993,27.133,Small Hydro
ReAtlas_smallhydro.2504,2504,1817.036,46.391,Small Hydro
ReAtlas_smallhydro.2507,2507,8400.224,214.961,Small Hydro
ReAtlas_smallhydro.2509,2509,1750.521,45.046,Small Hydro
ReAtlas_smallhydro.2512,2512,1012.852,129.298,Small Hydro
ReAtlas_smallhydro.2514,2514,2072.628,54.823,Small Hydro
ReAtlas_smallhydro.2516,2516,1676.957,44.587,Small Hydro
ReAtlas_smallhydro.2521,2521,1319.465,35.335,Small Hydro
ReAtlas_smallhydro.2523,2523,1250.847,172.178,Small Hydro
ReAtlas_smallhydro.2546,2546,1111.315,648.622,Small Hydro
ReAtlas_smallhydro.2554,2554,1688.874,60.892,Small Hydro
ReAtlas_smallhydro.2563,2563,1226.015,266.01,Small Hydro
ReAtlas_smallhydro.2574,2574,1196.336,69.521,Small Hydro
ReAtlas_smallhydro.1758,1758,1000,211.056,Small Hydro
ReAtlas_smallhydro.1903,1903,1375.488,13.648,Small Hydro
ReAtlas_smallhydro.1905,1905,1181.632,11.713,Small Hydro
ReAtlas_smallhydro.1924,1924,1056.006,9.843,Small Hydro
ReAtlas_smallhydro.1925,1925,1056.667,9.843,Small Hydro
ReAtlas_smallhydro.1926,1926,1383.556,12.008,Small Hydro
ReAtlas_smallhydro.1929,1929,1028.217,8.924,Small Hydro
ReAtlas_smallhydro.1930,1930,1069.176,9.285,Small Hydro
ReAtlas_smallhydro.1931,1931,1375.907,11.942,Small Hydro
ReAtlas_smallhydro.1932,1932,1518.981,13.058,Small Hydro
ReAtlas_smallhydro.1934,1934,2417.116,20.768,Small Hydro
ReAtlas_smallhydro.1937,1937,1197.343,10.269,Small Hydro
ReAtlas_smallhydro.1938,1938,1257.783,10.761,Small Hydro
ReAtlas_smallhydro.1939,1939,1123.857,9.613,Small Hydro
ReAtlas_smallhydro.1942,1942,1004.573,8.563,Small Hydro
ReAtlas_smallhydro.1944,1944,1006.496,8.563,Small Hydro
ReAtlas_smallhydro.1945,1945,1380.031,11.745,Small Hydro
ReAtlas_smallhydro.1946,1946,1466.234,12.467,Small Hydro
ReAtlas_smallhydro.1947,1947,1024.132,8.694,Small Hydro
ReAtlas_smallhydro.1949,1949,1115.281,9.449,Small Hydro
ReAtlas_smallhydro.1950,1950,1039.936,8.793,Small Hydro
ReAtlas_smallhydro.1952,1952,1149.894,9.711,Small Hydro
ReAtlas_smallhydro.1953,1953,1080.641,9.088,Small Hydro
ReAtlas_smallhydro.1959,1959,1394.784,9.646,Small Hydro
ReAtlas_smallhydro.1960,1960,1127.3,9.449,Small Hydro
ReAtlas_smallhydro.1961,1961,1516.482,10.499,Small Hydro
ReAtlas_smallhydro.1962,1962,1225.561,8.497,Small Hydro
ReAtlas_smallhydro.1963,1963,1021.233,7.185,Small Hydro
ReAtlas_smallhydro.2312,2312,1000,160.794,Small Hydro
ReAtlas_smallhydro.2313,2313,1000,439.206,Small Hydro
ReAtlas_smallhydro.2314,2314,1000,1350.066,Small Hydro
ReAtlas_smallhydro.2315,2315,1000,137.139,Small Hydro
ReAtlas_smallhydro.2316,2316,1000,73.294,Small Hydro
ReAtlas_smallhydro.2322,2322,1000,659.022,Small Hydro
ReAtlas_smallhydro.2323,2323,1000,215.354,Small Hydro
ReAtlas_smallhydro.2326,2326,1000,158.891,Small Hydro
ReAtlas_smallhydro.2327,2327,1000,139.469,Small Hydro
ReAtlas_smallhydro.2339,2339,1589.686,84.482,Small Hydro
ReAtlas_smallhydro.2340,2340,1000,65.387,Small Hydro
ReAtlas_smallhydro.2341,2341,1945.483,190.912,Small Hydro
ReAtlas_smallhydro.2342,2342,1000,117.651,Small Hydro
ReAtlas_smallhydro.2343,2343,1000,226.804,Small Hydro
ReAtlas_smallhydro.2344,2344,1000,265.584,Small Hydro
ReAtlas_smallhydro.2345,2345,1000,618.602,Small Hydro
ReAtlas_smallhydro.2346,2346,1000,584.547,Small Hydro
ReAtlas_smallhydro.2347,2347,2574.945,84.81,Small Hydro
ReAtlas_smallhydro.2348,2348,1313.549,43.274,Small Hydro
ReAtlas_smallhydro.2349,2349,1988.256,65.551,Small Hydro
ReAtlas_smallhydro.2360,2360,8456.364,20.997,Small Hydro
ReAtlas_smallhydro.2361,2361,1585.362,3.937,Small Hydro
ReAtlas_smallhydro.2362,2362,2101.775,5.217,Small Hydro
ReAtlas_smallhydro.2363,2363,2193.653,5.446,Small Hydro
ReAtlas_smallhydro.2365,2365,1308.143,3.248,Small Hydro
ReAtlas_smallhydro.2366,2366,25870.235,64.239,Small Hydro
ReAtlas_smallhydro.2367,2367,10679.982,26.476,Small Hydro
ReAtlas_smallhydro.2368,2368,1862.974,4.626,Small Hydro
ReAtlas_smallhydro.2375,2375,1962.131,97.31,Small Hydro
ReAtlas_smallhydro.2376,2376,1252.756,52.92,Small Hydro
ReAtlas_smallhydro.2377,2377,1163.496,48.917,Small Hydro
ReAtlas_smallhydro.2378,2378,2348.731,97.31,Small Hydro
ReAtlas_smallhydro.2382,2382,1809.036,8.268,Small Hydro
ReAtlas_smallhydro.2383,2383,1504.339,7.743,Small Hydro
ReAtlas_smallhydro.2384,2384,3106.938,16.076,Small Hydro
ReAtlas_smallhydro.2385,2385,3508.331,18.077,Small Hydro
ReAtlas_smallhydro.2386,2386,2377.023,12.303,Small Hydro
ReAtlas_smallhydro.2387,2387,7890.127,40.715,Small Hydro
ReAtlas_smallhydro.2388,2388,3060.182,15.846,Small Hydro
ReAtlas_smallhydro.2390,2390,3957.592,20.538,Small Hydro
ReAtlas_smallhydro.2391,2391,2272.841,5.84,Small Hydro
ReAtlas_smallhydro.2392,2392,1745.293,89.961,Small Hydro
ReAtlas_smallhydro.2393,2393,1800.381,9.35,Small Hydro
ReAtlas_smallhydro.2394,2394,3423.346,8.793,Small Hydro
ReAtlas_smallhydro.2395,2395,2209.189,11.483,Small Hydro
ReAtlas_smallhydro.2396,2396,1049.424,63.583,Small Hydro
ReAtlas_smallhydro.2397,2397,1712.659,4.396,Small Hydro
ReAtlas_smallhydro.2398,2398,1011.616,48.392,Small Hydro
ReAtlas_smallhydro.2399,2399,1929.061,10.039,Small Hydro
ReAtlas_smallhydro.2400,2400,1713.054,4.396,Small Hydro
ReAtlas_smallhydro.2401,2401,1739.39,4.462,Small Hydro
ReAtlas_smallhydro.2402,2402,4078.127,21.227,Small Hydro
ReAtlas_smallhydro.2403,2403,1082.21,53.871,Small Hydro
ReAtlas_smallhydro.2405,2405,1586.036,4.068,Small Hydro
ReAtlas_smallhydro.2406,2406,2526.929,13.255,Small Hydro
ReAtlas_smallhydro.2407,2407,2254.184,13.123,Small Hydro
ReAtlas_smallhydro.2408,2408,3901.062,10.007,Small Hydro
ReAtlas_smallhydro.2409,2409,2159.5,5.84,Small Hydro
ReAtlas_smallhydro.2410,2410,2704.397,15.879,Small Hydro
ReAtlas_smallhydro.2411,2411,3752.601,10.007,Small Hydro
ReAtlas_smallhydro.2412,2412,5145.268,13.714,Small Hydro
ReAtlas_smallhydro.2415,2415,1957.098,7.776,Small Hydro
ReAtlas_smallhydro.2416,2416,1321.876,5.249,Small Hydro
ReAtlas_smallhydro.2418,2418,2611.964,15.879,Small Hydro
ReAtlas_smallhydro.2419,2419,3497.292,9.318,Small Hydro
ReAtlas_smallhydro.2422,2422,1068.979,47.31,Small Hydro
ReAtlas_smallhydro.2423,2423,3373.312,20.472,Small Hydro
ReAtlas_smallhydro.2424,2424,3360.536,8.924,Small Hydro
ReAtlas_smallhydro.2425,2425,3656.646,9.678,Small Hydro
ReAtlas_smallhydro.2427,2427,3430.197,9.088,Small Hydro
ReAtlas_smallhydro.2428,2428,1055.734,6.463,Small Hydro
ReAtlas_smallhydro.2430,2430,4276.841,11.319,Small Hydro
ReAtlas_smallhydro.2435,2435,4269.335,26.214,Small Hydro
ReAtlas_smallhydro.2436,2436,3508.318,9.285,Small Hydro
ReAtlas_smallhydro.2439,2439,2692.573,7.119,Small Hydro
ReAtlas_smallhydro.2440,2440,5072.559,31.857,Small Hydro
ReAtlas_smallhydro.2441,2441,2581.103,6.824,Small Hydro
ReAtlas_smallhydro.2442,2442,5948.884,37.336,Small Hydro
ReAtlas_smallhydro.2443,2443,4959.263,38.812,Small Hydro
ReAtlas_smallhydro.2445,2445,6154.097,16.142,Small Hydro
ReAtlas_smallhydro.2447,2447,1073.572,36.811,Small Hydro
ReAtlas_smallhydro.2448,2448,2528.582,19.783,Small Hydro
ReAtlas_smallhydro.2449,2449,1802.507,4.724,Small Hydro
ReAtlas_smallhydro.2450,2450,7862.319,20.604,Small Hydro
ReAtlas_smallhydro.2451,2451,6986.221,18.307,Small Hydro
ReAtlas_smallhydro.2453,2453,1998.155,5.315,Small Hydro
ReAtlas_smallhydro.2455,2455,1790.359,4.757,Small Hydro
ReAtlas_smallhydro.2456,2456,9449.467,25.066,Small Hydro
ReAtlas_smallhydro.2458,2458,1304.676,150.197,Small Hydro
ReAtlas_smallhydro.2461,2461,2203.98,5.84,Small Hydro
ReAtlas_smallhydro.2462,2462,1686.21,4.462,Small Hydro
ReAtlas_smallhydro.2463,2463,1900.517,5.02,Small Hydro
ReAtlas_smallhydro.2467,2467,1085.603,31.89,Small Hydro
ReAtlas_smallhydro.2470,2470,3422.068,167.356,Small Hydro
ReAtlas_smallhydro.2471,2471,1275.529,56.135,Small Hydro
ReAtlas_smallhydro.2472,2472,1473.345,48.852,Small Hydro
ReAtlas_smallhydro.2473,2473,1052.536,135.007,Small Hydro
ReAtlas_smallhydro.2474,2474,1067.03,31.791,Small Hydro
ReAtlas_smallhydro.2475,2475,1837.15,60.794,Small Hydro
ReAtlas_smallhydro.2479,2479,1169.978,12.434,Small Hydro
ReAtlas_smallhydro.2480,2480,2221.851,23.589,Small Hydro
ReAtlas_smallhydro.2481,2481,3110.335,32.972,Small Hydro
ReAtlas_smallhydro.2483,2483,1932.894,20.866,Small Hydro
ReAtlas_smallhydro.2484,2484,1536.866,38.287,Small Hydro
ReAtlas_smallhydro.1657,1657,1447.547,549.672,Small Hydro
ReAtlas_smallhydro.1660,1660,1666.212,233.924,Small Hydro
ReAtlas_smallhydro.1665,1665,1750.806,159.514,Small Hydro
ReAtlas_smallhydro.1666,1666,1108.13,100.755,Small Hydro
ReAtlas_smallhydro.1677,1677,1000,459.318,Small Hydro
ReAtlas_smallhydro.1682,1682,1000,489.993,Small Hydro
ReAtlas_smallhydro.1683,1683,1000,765.059,Small Hydro
ReAtlas_smallhydro.1685,1685,1000,453.215,Small Hydro
ReAtlas_smallhydro.1690,1690,1000,266.864,Small Hydro
ReAtlas_smallhydro.1691,1691,1216.498,245.243,Small Hydro
ReAtlas_smallhydro.1692,1692,1000,282.677,Small Hydro
ReAtlas_smallhydro.1697,1697,1089.453,249.344,Small Hydro
ReAtlas_smallhydro.1717,1717,1000,88.648,Small Hydro
ReAtlas_smallhydro.1718,1718,1000,290.978,Small Hydro
ReAtlas_smallhydro.1720,1720,1177.171,41.503,Small Hydro
ReAtlas_smallhydro.1721,1721,1000,43.471,Small Hydro
ReAtlas_smallhydro.1722,1722,2150.547,75.82,Small Hydro
ReAtlas_smallhydro.1738,1738,5279.868,176.509,Small Hydro
ReAtlas_smallhydro.1739,1739,1064.408,33.76,Small Hydro
ReAtlas_smallhydro.1740,1740,4342.903,158.465,Small Hydro
ReAtlas_smallhydro.1741,1741,1000,37.631,Small Hydro
ReAtlas_smallhydro.1742,1742,2826.509,601.575,Small Hydro
ReAtlas_smallhydro.1743,1743,1469.75,323.097,Small Hydro
ReAtlas_smallhydro.1744,1744,1000,303.904,Small Hydro
ReAtlas_smallhydro.1745,1745,1065.928,256.693,Small Hydro
ReAtlas_smallhydro.1746,1746,1000,333.99,Small Hydro
ReAtlas_smallhydro.1747,1747,1203.102,101.903,Small Hydro
ReAtlas_smallhydro.1749,1749,3096.653,829.429,Small Hydro
ReAtlas_smallhydro.1750,1750,1000,287.172,Small Hydro
ReAtlas_smallhydro.1751,1751,1807.14,414.304,Small Hydro
ReAtlas_smallhydro.1752,1752,1000,534.35,Small Hydro
ReAtlas_smallhydro.1753,1753,1000,79.167,Small Hydro
ReAtlas_smallhydro.1754,1754,1000,49.114,Small Hydro
ReAtlas_smallhydro.1755,1755,1234.414,88.419,Small Hydro
ReAtlas_smallhydro.1756,1756,1000,74.442,Small Hydro
ReAtlas_smallhydro.1757,1757,1000,71.161,Small Hydro
ReAtlas_smallhydro.1759,1759,1633.674,381.07,Small Hydro
ReAtlas_smallhydro.1760,1760,1000,306.594,Small Hydro
ReAtlas_smallhydro.2166,2166,1000,149.902,Small Hydro
ReAtlas_smallhydro.2167,2167,1000,105.61,Small Hydro
ReAtlas_smallhydro.2168,2168,1000,93.307,Small Hydro
ReAtlas_smallhydro.2169,2169,2570.472,10.138,Small Hydro
ReAtlas_smallhydro.2170,2170,1222.079,14.567,Small Hydro
ReAtlas_smallhydro.2171,2171,1120.425,12.205,Small Hydro
ReAtlas_smallhydro.2172,2172,1000,12.008,Small Hydro
ReAtlas_smallhydro.2173,2173,1180.909,14.108,Small Hydro
ReAtlas_smallhydro.2174,2174,1200.38,14.436,Small Hydro
ReAtlas_smallhydro.2175,2175,1000,17.651,Small Hydro
ReAtlas_smallhydro.2176,2176,1953.44,23.36,Small Hydro
ReAtlas_smallhydro.2177,2177,1000,7.218,Small Hydro
ReAtlas_smallhydro.2178,2178,1075.706,4.167,Small Hydro
ReAtlas_smallhydro.2179,2179,1000,63.615,Small Hydro
ReAtlas_smallhydro.2180,2180,1000,648.688,Small Hydro
ReAtlas_smallhydro.2181,2181,1670.292,327.822,Small Hydro
ReAtlas_smallhydro.2182,2182,1399.847,5.906,Small Hydro
ReAtlas_smallhydro.2183,2183,1000,4.757,Small Hydro
ReAtlas_smallhydro.2184,2184,1000,11.385,Small Hydro
ReAtlas_smallhydro.2185,2185,1167.902,4.921,Small Hydro
ReAtlas_smallhydro.2186,2186,1000,8.694,Small Hydro
ReAtlas_smallhydro.2187,2187,1835.237,11.745,Small Hydro
ReAtlas_smallhydro.2188,2188,1463.531,9.35,Small Hydro
ReAtlas_smallhydro.2189,2189,2721.975,17.356,Small Hydro
ReAtlas_smallhydro.2190,2190,1036.987,104.921,Small Hydro
ReAtlas_smallhydro.2191,2191,2321.574,14.895,Small Hydro
ReAtlas_smallhydro.2192,2192,2824.526,17.946,Small Hydro
ReAtlas_smallhydro.2193,2193,1574.664,6.332,Small Hydro
ReAtlas_smallhydro.2194,2194,1344.214,8.53,Small Hydro
ReAtlas_smallhydro.2195,2195,2278.063,14.436,Small Hydro
ReAtlas_smallhydro.2196,2196,1000,75.098,Small Hydro
ReAtlas_smallhydro.2197,2197,1000,124.902,Small Hydro
ReAtlas_smallhydro.2198,2198,1000,4.199,Small Hydro
ReAtlas_smallhydro.2199,2199,1000,4.659,Small Hydro
ReAtlas_smallhydro.2200,2200,5596.516,35.466,Small Hydro
ReAtlas_smallhydro.2201,2201,1612.527,6.529,Small Hydro
ReAtlas_smallhydro.2202,2202,1000,83.596,Small Hydro
ReAtlas_smallhydro.2203,2203,1635.052,6.627,Small Hydro
ReAtlas_smallhydro.2204,2204,1573.496,10.728,Small Hydro
ReAtlas_smallhydro.2205,2205,1000,76.05,Small Hydro
ReAtlas_smallhydro.2206,2206,2636.507,10.696,Small Hydro
ReAtlas_smallhydro.2207,2207,1000,5.643,Small Hydro
ReAtlas_smallhydro.2208,2208,2953.918,20.112,Small Hydro
ReAtlas_smallhydro.2209,2209,1999.72,8.136,Small Hydro
ReAtlas_smallhydro.2210,2210,1749.805,217.356,Small Hydro
ReAtlas_smallhydro.2211,2211,1000,71.096,Small Hydro
ReAtlas_smallhydro.2212,2212,1998.636,13.583,Small Hydro
ReAtlas_smallhydro.2213,2213,1000,48.031,Small Hydro
ReAtlas_smallhydro.2214,2214,1173.698,4.987,Small Hydro
ReAtlas_smallhydro.2215,2215,1137.26,7.71,Small Hydro
ReAtlas_smallhydro.2216,2216,1138.242,7.71,Small Hydro
ReAtlas_smallhydro.2217,2217,1000,6.923,Small Hydro
ReAtlas_smallhydro.2218,2218,1174.145,4.987,Small Hydro
ReAtlas_smallhydro.2219,2219,1000,39.895,Small Hydro
ReAtlas_smallhydro.2220,2220,1000,46.424,Small Hydro
ReAtlas_smallhydro.2221,2221,1000,42.717,Small Hydro
ReAtlas_smallhydro.2222,2222,2702.447,18.241,Small Hydro
ReAtlas_smallhydro.2223,2223,1584.114,11.089,Small Hydro
ReAtlas_smallhydro.2224,2224,1018.438,25.558,Small Hydro
ReAtlas_smallhydro.2225,2225,2296.858,16.076,Small Hydro
ReAtlas_smallhydro.2226,2226,1254.044,8.76,Small Hydro
ReAtlas_smallhydro.2227,2227,1092.763,27.526,Small Hydro
ReAtlas_smallhydro.2228,2228,1127.405,28.314,Small Hydro
ReAtlas_smallhydro.2229,2229,2440.565,17.028,Small Hydro
ReAtlas_smallhydro.2230,2230,1434.543,36.122,Small Hydro
ReAtlas_smallhydro.2231,2231,2685.441,18.766,Small Hydro
ReAtlas_smallhydro.2232,2232,1000,32.48,Small Hydro
ReAtlas_smallhydro.2233,2233,2098.805,14.665,Small Hydro
ReAtlas_smallhydro.2234,2234,2343.696,16.371,Small Hydro
ReAtlas_smallhydro.2235,2235,1000,34.088,Small Hydro
ReAtlas_smallhydro.2236,2236,2325.025,217.159,Small Hydro
ReAtlas_smallhydro.2237,2237,2073.348,14.764,Small Hydro
ReAtlas_smallhydro.2238,2238,2592.881,18.471,Small Hydro
ReAtlas_smallhydro.2239,2239,2899.702,20.702,Small Hydro
ReAtlas_smallhydro.2240,2240,2545.313,18.176,Small Hydro
ReAtlas_smallhydro.2241,2241,1323.337,9.449,Small Hydro
ReAtlas_smallhydro.2242,2242,1039.799,25.919,Small Hydro
ReAtlas_smallhydro.2243,2243,2417.16,26.542,Small Hydro
ReAtlas_smallhydro.2244,2244,1069.245,7.644,Small Hydro
ReAtlas_smallhydro.2245,2245,1000,7.185,Small Hydro
ReAtlas_smallhydro.2246,2246,3755.395,26.87,Small Hydro
ReAtlas_smallhydro.2247,2247,2373.376,26.837,Small Hydro
ReAtlas_smallhydro.2248,2248,3275.799,36.253,Small Hydro
ReAtlas_smallhydro.2249,2249,1105.009,8.53,Small Hydro
ReAtlas_smallhydro.2250,2250,2470.522,17.717,Small Hydro
ReAtlas_smallhydro.2251,2251,1835.985,20.768,Small Hydro
ReAtlas_smallhydro.2252,2252,2229.595,15.978,Small Hydro
ReAtlas_smallhydro.2253,2253,1951.893,15.059,Small Hydro
ReAtlas_smallhydro.2254,2254,1724.052,13.287,Small Hydro
ReAtlas_smallhydro.2255,2255,3693.814,26.444,Small Hydro
ReAtlas_smallhydro.2256,2256,4104.606,46.457,Small Hydro
ReAtlas_smallhydro.2257,2257,3616.082,27.887,Small Hydro
ReAtlas_smallhydro.2258,2258,1419.001,10.269,Small Hydro
ReAtlas_smallhydro.2259,2259,2477.467,17.848,Small Hydro
ReAtlas_smallhydro.2260,2260,1483.999,10.728,Small Hydro
ReAtlas_smallhydro.2261,2261,2003.346,14.665,Small Hydro
ReAtlas_smallhydro.2262,2262,1024.081,7.382,Small Hydro
ReAtlas_smallhydro.2263,2263,1117.55,8.071,Small Hydro
ReAtlas_smallhydro.2264,2264,2330.01,17.093,Small Hydro
ReAtlas_smallhydro.2265,2265,4784.953,36.319,Small Hydro
ReAtlas_smallhydro.2266,2266,1609.311,11.614,Small Hydro
ReAtlas_smallhydro.2267,2267,1000,10.761,Small Hydro
ReAtlas_smallhydro.2268,2268,2054.214,15.584,Small Hydro
ReAtlas_smallhydro.2269,2269,2543.172,19.324,Small Hydro
ReAtlas_smallhydro.2270,2270,1000,687.041,Small Hydro
ReAtlas_smallhydro.2271,2271,1000,608.333,Small Hydro
ReAtlas_smallhydro.2272,2272,1263.451,18.963,Small Hydro
ReAtlas_smallhydro.2273,2273,1299.238,19.619,Small Hydro
ReAtlas_smallhydro.2274,2274,3762.678,241.667,Small Hydro
ReAtlas_smallhydro.2275,2275,1520.677,22.966,Small Hydro
ReAtlas_smallhydro.2276,2276,1000,19.16,Small Hydro
ReAtlas_smallhydro.2277,2277,1527.291,28.379,Small Hydro
ReAtlas_smallhydro.2278,2278,1000,29.659,Small Hydro
ReAtlas_smallhydro.2279,2279,2102.831,34.055,Small Hydro
ReAtlas_smallhydro.2280,2280,1746.278,27.69,Small Hydro
ReAtlas_smallhydro.2281,2281,1391.365,24.902,Small Hydro
ReAtlas_smallhydro.2282,2282,1000,19.193,Small Hydro
ReAtlas_smallhydro.2283,2283,1000,346.785,Small Hydro
ReAtlas_smallhydro.2284,2284,1000,31.496,Small Hydro
ReAtlas_smallhydro.2285,2285,1915.333,31.299,Small Hydro
ReAtlas_smallhydro.2286,2286,3049.857,58.333,Small Hydro
ReAtlas_smallhydro.2287,2287,1000,45.965,Small Hydro
ReAtlas_smallhydro.2288,2288,1000,48.031,Small Hydro
ReAtlas_smallhydro.2289,2289,1000,44.029,Small Hydro
ReAtlas_smallhydro.2290,2290,1000,37.238,Small Hydro
ReAtlas_smallhydro.2291,2291,1000,273.72,Small Hydro
ReAtlas_smallhydro.2292,2292,1000,15.945,Small Hydro
ReAtlas_smallhydro.2293,2293,1000,21.161,Small Hydro
ReAtlas_smallhydro.2294,2294,1991.642,30.315,Small Hydro
ReAtlas_smallhydro.2295,2295,1433.14,28.97,Small Hydro
ReAtlas_smallhydro.2296,2296,1000,417.028,Small Hydro
ReAtlas_smallhydro.2297,2297,1000,272.605,Small Hydro
ReAtlas_smallhydro.2298,2298,2314.119,34.416,Small Hydro
ReAtlas_smallhydro.2299,2299,6834.77,104.068,Small Hydro
ReAtlas_smallhydro.2055,2055,1337.964,95.374,Small Hydro
ReAtlas_smallhydro.2057,2057,1543.007,123.491,Small Hydro
ReAtlas_smallhydro.2138,2138,2390.597,74.934,Small Hydro
ReAtlas_smallhydro.2139,2139,1000,31.299,Small Hydro
ReAtlas_smallhydro.2140,2140,1070.447,21.096,Small Hydro
ReAtlas_smallhydro.2141,2141,1025.337,15.518,Small Hydro
ReAtlas_smallhydro.2142,2142,1139.4,17.388,Small Hydro
ReAtlas_smallhydro.2143,2143,1354.086,20.636,Small Hydro
ReAtlas_smallhydro.2144,2144,1000,16.568,Small Hydro
ReAtlas_smallhydro.2145,2145,1000,37.894,Small Hydro
ReAtlas_smallhydro.2146,2146,1000,40.387,Small Hydro
ReAtlas_smallhydro.2147,2147,1498.612,24.147,Small Hydro
ReAtlas_smallhydro.2148,2148,1000,39.436,Small Hydro
ReAtlas_smallhydro.2149,2149,1000,84.547,Small Hydro
ReAtlas_smallhydro.2150,2150,1000,43.537,Small Hydro
ReAtlas_smallhydro.2151,2151,1000,41.864,Small Hydro
ReAtlas_smallhydro.2152,2152,1272.242,42.028,Small Hydro
ReAtlas_smallhydro.2153,2153,1000,35.007,Small Hydro
ReAtlas_smallhydro.2154,2154,1000,54.954,Small Hydro
ReAtlas_smallhydro.2155,2155,1151.102,63.419,Small Hydro
ReAtlas_smallhydro.2156,2156,1000,248.524,Small Hydro
ReAtlas_smallhydro.2157,2157,2265.088,28.642,Small Hydro
ReAtlas_smallhydro.2158,2158,1690.454,21.227,Small Hydro
ReAtlas_smallhydro.2159,2159,2052.441,26.476,Small Hydro
ReAtlas_smallhydro.2160,2160,1000,50.098,Small Hydro
ReAtlas_smallhydro.2161,2161,2611.954,107.185,Small Hydro
ReAtlas_smallhydro.2162,2162,1789.011,74.213,Small Hydro
ReAtlas_smallhydro.2163,2163,1501.505,83.169,Small Hydro
ReAtlas_smallhydro.2164,2164,1000,58.136,Small Hydro
ReAtlas_smallhydro.2165,2165,1162.062,64.075,Small Hydro
ReAtlas_smallhydro.2300,2300,2612.892,125.984,Small Hydro
ReAtlas_smallhydro.2302,2302,1867.889,129.692,Small Hydro
ReAtlas_smallhydro.2304,2304,1248.129,86.975,Small Hydro
ReAtlas_smallhydro.2311,2311,3304.987,137.697,Small Hydro
ReAtlas_smallhydro.507,507,1841.485,3.576,Small Hydro
ReAtlas_smallhydro.518,518,2099.235,5.348,Small Hydro
ReAtlas_smallhydro.520,520,1130.564,2.887,Small Hydro
ReAtlas_smallhydro.524,524,1101.636,2.854,Small Hydro
ReAtlas_smallhydro.526,526,1341.018,3.51,Small Hydro
ReAtlas_smallhydro.527,527,1152.144,3.018,Small Hydro
ReAtlas_smallhydro.528,528,1173.037,3.084,Small Hydro
ReAtlas_smallhydro.530,530,2253.433,5.938,Small Hydro
ReAtlas_smallhydro.534,534,1027.108,2.723,Small Hydro
ReAtlas_smallhydro.537,537,1173.171,3.314,Small Hydro
ReAtlas_smallhydro.538,538,2777.13,7.874,Small Hydro
ReAtlas_smallhydro.541,541,1782.234,5.118,Small Hydro
ReAtlas_smallhydro.542,542,1414.642,4.265,Small Hydro
ReAtlas_smallhydro.546,546,1742.347,5.807,Small Hydro
ReAtlas_smallhydro.554,554,1117.801,4.101,Small Hydro
ReAtlas_smallhydro.558,558,1109.836,5.02,Small Hydro
ReAtlas_smallhydro.559,559,1054.999,4.888,Small Hydro
ReAtlas_smallhydro.565,565,5971.125,32.448,Small Hydro
ReAtlas_smallhydro.1506,1506,30000,1.64,Small Hydro
ReAtlas_smallhydro.1507,1507,30000,1.706,Small Hydro
ReAtlas_smallhydro.1508,1508,5168.539,0.23,Small Hydro
ReAtlas_smallhydro.1509,1509,1201.513,0.623,Small Hydro
ReAtlas_smallhydro.1510,1510,16921.484,0.82,Small Hydro
ReAtlas_smallhydro.1511,1511,7163.295,6.759,Small Hydro
ReAtlas_smallhydro.1512,1512,30000,3.707,Small Hydro
ReAtlas_smallhydro.1513,1513,30000,8.629,Small Hydro
ReAtlas_smallhydro.1514,1514,2182.682,11.188,Small Hydro
ReAtlas_smallhydro.1515,1515,4877.794,6.791,Small Hydro
ReAtlas_smallhydro.1516,1516,1505.628,2.1,Small Hydro
ReAtlas_smallhydro.1517,1517,1221.188,7.448,Small Hydro
ReAtlas_smallhydro.1518,1518,3736.26,4.921,Small Hydro
ReAtlas_smallhydro.1519,1519,7110.804,0.361,Small Hydro
ReAtlas_smallhydro.1520,1520,3139.918,4.364,Small Hydro
ReAtlas_smallhydro.1521,1521,1183.763,1.903,Small Hydro
ReAtlas_smallhydro.1522,1522,1547.089,2.493,Small Hydro
ReAtlas_smallhydro.1523,1523,1519.151,20.997,Small Hydro
ReAtlas_smallhydro.1524,1524,18091.074,0.919,Small Hydro
ReAtlas_smallhydro.1525,1525,18090.545,0.919,Small Hydro
ReAtlas_smallhydro.1526,1526,19382.432,0.984,Small Hydro
ReAtlas_smallhydro.1527,1527,19381.748,0.984,Small Hydro
ReAtlas_smallhydro.1528,1528,16151.266,0.82,Small Hydro
ReAtlas_smallhydro.1529,1529,19381.195,0.984,Small Hydro
